timestamp,ema50_dist_xmr_btc_30m,ema200_dist_xmr_btc_30m,lower_bb_dist_xmr_btc_30m,width_bb_xmr_btc_30m,rsi_xmr_btc_30m,stoch_rsi_fastk_xmr_btc_30m,stoch_rsi_fastd_xmr_btc_30m,kijun_dist_xmr_btc_30m,tenkan_dist_xmr_btc_30m
2019-01-29 16:00:00,,,,,,,,0.013750985027580764,0.019267139479905326
2019-01-29 16:30:00,,,,,,,,0.016072980017376226,0.02160176921254231
2019-01-29 17:00:00,,,,,,,,0.010010206485043582,0.01550600612389097
2019-01-29 17:30:00,,,,,,,,0.01255411255411265,0.018063754427390943
2019-01-29 18:00:00,,,,,,,,0.009930915371330062,0.015426283560998622
2019-01-29 18:30:00,,,,,,,,0.008505801191596163,0.013993414863593623
2019-01-29 19:00:00,,,,,,,,0.009534646472573183,0.01502785843208021
2019-01-29 19:30:00,,,,,,,,0.011201069014305842,0.016703348530105355
2019-01-29 20:00:00,,,,,,,,0.01271353223647953,0.018224041564984583
2019-01-29 20:30:00,,,,,,,,0.014390474688535049,0.019910108815644145
2019-01-29 21:00:00,,,,,,,,0.009930915371330062,0.015426283560998622
2019-01-29 21:30:00,,,,,,,,0.0057462278164335245,0.011218825736846183
2019-01-29 22:00:00,,,,,,,,0.011439578583221977,0.016943155908483387
2019-01-29 22:30:00,,,,,,,,0.015832280480101213,0.021359759949463042
2019-01-29 23:00:00,,,,,0.4283121597096195,,,0.02010149869161837,0.02565220838950122
2019-01-29 23:30:00,,,,,0.41219938196963585,,,0.021721864824080894,0.027281391470097782
2019-01-30 00:00:00,,,,,0.4169238182135064,,,0.021397379912663883,0.026955140928939914
2019-01-30 00:30:00,,,,,0.41334599913215825,,,0.021721864824080894,0.027281391470097782
2019-01-30 01:00:00,,,,,0.35160725614594673,,,0.027926488214143008,0.0335197762684778
2019-01-30 01:30:00,,0.02477042420166864,0.00022757851463750534,0.024239871500228456,0.3543403138548632,,,0.027762243349045423,0.03335463769273783
2019-01-30 02:00:00,,0.025116478629384487,-0.0016542642181364142,0.026460333834610585,0.35580243857622046,0.06422846361592699,0.03535724028679478,0.02768014059753976,0.0332720881930022
2019-01-30 02:30:00,,0.024949978237622572,-0.003551064152665373,0.028199324924629957,0.3650926803659162,0.21842725600975132,0.10816632562337856,0.027187799425103742,0.032777068029383516
2019-01-30 03:00:00,,0.023285427800843195,-0.005730793887938179,0.028763753110870108,0.38729610923162994,1.0000000000000002,0.4275519065418928,0.026040835858988753,0.03162386345509649
2019-01-30 03:30:00,,0.01939870203415528,-0.009573582797270608,0.028830652532023698,0.44949426393298403,1.0,0.7394757520032504,0.022615262321144858,0.028179650238473908
2019-01-30 04:00:00,,0.01946451107450331,-0.009073040673484134,0.028390044593946517,0.4358795051800481,0.8546857348430017,0.951561911614334,0.02359166136218982,0.029161362189688234
2019-01-30 04:30:00,,0.01989591856064421,-0.007805378989431788,0.02753484200167174,0.4123417091524892,0.5598121123998532,0.8048326157476184,0.025304853749900325,0.030883876623894135
2019-01-30 05:00:00,,0.01528254024592357,-0.01097685228913936,0.02620298160390108,0.47226113829967803,1.0,0.8048326157476184,0.02196536383857639,0.027526215443279378
2019-01-30 05:30:00,,0.014575383120054353,-0.010577926233779067,0.025103135003889217,0.4660206469015991,0.8958519550853957,0.8185546891617497,0.022371453548438502,0.0279345148215846
2019-01-30 06:00:00,,0.01694849228276296,-0.007683622246085653,0.024518534013287244,0.41732305427925803,0.08313405514148739,0.6596620034089611,0.02571360229628472,0.03129484930633075
2019-01-30 06:30:00,,0.012648028888211593,-0.01117019637589578,0.023800638585349875,0.48010973475026636,1.0,0.6596620034089611,0.02212776100429048,0.02768949626569195
2019-01-30 07:00:00,,0.016508048825338406,-0.005609998329971666,0.02199817852512361,0.40528717010349546,0.0,0.36104468504716253,0.027844359220198234,0.03343720038350906
2019-01-30 07:30:00,,0.012475436796755446,-0.0040795269069962,0.016485757237635942,0.40812534048694826,0.03793201151085269,0.3459773371702843,0.02768014059753976,0.0332720881930022
2019-01-30 08:00:00,,0.010080630924457878,-0.00283332768834077,0.012867331884794211,0.40500310645714743,0.0,0.012644003836950947,0.027926488214143008,0.0335197762684778
2019-01-30 08:30:00,,0.008345045741798618,-0.002440603427959931,0.010753901274895481,0.40663262379393234,0.02169605231678589,0.019876021275879577,0.027844359220198234,0.03343720038350906
2019-01-30 09:00:00,,0.006915064152825723,-0.0031386170470373287,0.010034733379948117,0.4219758766965194,1.0000000000000002,0.3405653507722621,0.02710578842315381,0.032694610778443156
2019-01-30 09:30:00,,0.004577907688083638,-0.004968377048191974,0.00954814886606464,0.4619320868568791,1.0,0.6738986841055954,0.025141445533508833,0.030719579249342654
2019-01-30 10:00:00,,0.003834396586099187,-0.005045358982530002,0.008885135351027827,0.4668928391022138,1.0,1.0,0.02489643084767379,0.03047323135755242
2019-01-30 10:30:00,,-6.431280209473478e-05,-0.009289860476229927,0.009268899118361524,0.5451686548755108,0.9999999999999999,1.0,0.020668041891463096,0.02622183433830516
2019-01-30 11:00:00,,0.0005767156637046522,-0.009224763902359157,0.009844045456047437,0.5451686548755108,1.0,1.0,0.020668041891463096,0.02622183433830516
2019-01-30 11:30:00,,0.001691746821320228,-0.008297542772094157,0.010022392533421439,0.5295610014222869,0.8124904254854638,0.9374968084951547,0.021397379912663883,0.026955140928939914
2019-01-30 12:00:00,,0.0024886588532031517,-0.007429872707667595,0.009943097045308949,0.5171595783782681,0.642174582014414,0.818221669166626,0.02196536383857639,0.027526215443279378
