timestamp,ema50_dist_xrp_usd_6h,ema200_dist_xrp_usd_6h,upper_bb_dist_xrp_usd_6h,lower_bb_dist_xrp_usd_6h,width_bb_xrp_usd_6h,rsi_xrp_usd_6h,stoch_rsi_fastk_xrp_usd_6h,stoch_rsi_fastd_xrp_usd_6h,kijun_dist_xrp_usd_6h,tenkan_dist_xrp_usd_6h
2018-09-08 02:00:00,9.12,25.34,20.61,-9.41,28.43,38.27,89.63,50.63,7.62,5.99
2018-09-08 08:00:00,9.01,25.39,19.73,-9.54,27.85,37.93,92.0,62.7,7.87,6.25
2018-09-08 14:00:00,14.21,31.72,24.78,-5.62,27.74,31.44,0.0,60.54,13.59,11.88
2018-09-08 20:00:00,13.52,31.24,23.18,-6.36,27.25,31.73,4.27,32.09,13.45,11.74
2018-09-09 02:00:00,13.78,31.87,22.49,-6.21,26.54,30.9,0.0,1.42,14.27,12.55
2018-09-09 08:00:00,9.52,27.11,15.9,-8.84,23.89,39.22,100.0,34.76,10.38,8.72
2018-09-09 14:00:00,9.7,27.51,13.72,-7.42,20.5,38.44,90.65,63.55,10.97,9.3
2018-09-09 20:00:00,12.0,30.45,13.81,-4.24,17.22,34.97,48.93,79.86,13.8,12.08
2018-09-10 02:00:00,11.87,30.55,10.33,-2.09,11.93,34.56,43.92,61.17,14.16,12.43
2018-09-10 08:00:00,12.05,31.01,10.12,-1.73,11.37,33.75,0.0,30.95,14.83,13.1
2018-09-10 14:00:00,15.42,35.34,14.48,0.46,13.05,29.45,0.0,14.64,18.93,17.14
2018-09-10 20:00:00,12.46,32.14,12.21,-2.17,13.7,34.88,98.33,32.78,16.41,14.65
2018-09-11 02:00:00,12.05,31.91,12.37,-2.69,14.37,34.79,98.24,65.52,16.49,14.73
2018-09-11 08:00:00,14.78,35.49,16.02,-0.95,15.78,31.02,29.01,75.2,19.96,18.15
2018-09-11 14:00:00,16.49,37.92,18.45,-0.34,17.23,28.74,0.0,42.42,22.45,20.6
2018-09-11 20:00:00,12.93,33.99,14.17,-3.19,16.46,35.34,100.0,43.0,19.26,17.46
2018-09-12 02:00:00,13.55,35.02,14.18,-2.5,15.76,34.0,79.75,59.92,20.5,18.68
2018-09-12 08:00:00,15.04,37.15,15.96,-1.65,16.43,31.73,45.36,75.04,22.73,20.88
2018-09-12 14:00:00,10.12,31.46,10.41,-5.47,15.5,41.05,100.0,75.04,17.92,16.14
2018-09-12 20:00:00,8.31,29.41,8.26,-6.69,14.83,43.91,100.0,81.79,16.35,14.59
2018-09-13 02:00:00,7.48,28.5,6.56,-6.72,13.3,44.95,100.0,100.0,15.78,14.04
2018-09-13 08:00:00,5.98,26.73,4.14,-7.23,11.55,47.51,100.0,100.0,14.44,12.71
2018-09-13 14:00:00,3.13,23.24,1.75,-9.73,11.96,52.87,100.0,100.0,11.49,9.81
2018-09-13 20:00:00,3.78,23.96,2.68,-9.07,12.14,51.18,81.11,93.7,12.36,10.67
2018-09-14 02:00:00,3.23,23.23,2.55,-9.5,12.49,52.03,89.45,90.19,11.91,10.22
2018-09-14 08:00:00,4.62,24.86,3.62,-7.92,11.79,48.59,20.26,63.61,13.62,11.91
2018-09-14 14:00:00,4.58,24.79,3.34,-7.62,11.19,48.29,0.0,36.57,13.78,12.06
2018-09-14 20:00:00,4.39,24.53,3.34,-7.62,11.2,48.3,0.25,6.84,13.78,12.06
2018-09-15 02:00:00,3.44,23.32,2.68,-8.38,11.38,50.39,56.19,18.81,12.88,11.18
2018-09-15 08:00:00,2.66,22.3,2.31,-9.05,11.76,52.14,100.0,52.15,12.15,10.46
2018-09-15 14:00:00,1.44,20.71,1.71,-9.95,12.17,55.12,100.0,85.4,10.88,9.21
2018-09-15 20:00:00,2.39,21.74,3.1,-8.98,12.44,51.95,53.49,84.5,12.03,10.34
2018-09-16 02:00:00,3.63,23.15,4.64,-7.65,12.48,48.12,0.0,51.16,13.54,11.83
2018-09-16 08:00:00,2.38,21.57,3.64,-8.19,12.1,51.33,45.83,33.11,12.29,10.59
2018-09-16 14:00:00,2.59,21.73,3.72,-6.87,10.75,50.4,32.53,26.12,12.63,10.93
2018-09-16 20:00:00,1.72,20.57,2.99,-7.04,10.24,52.76,100.0,59.45,11.75,10.06
2018-09-17 02:00:00,1.51,20.19,2.68,-6.27,9.11,53.2,100.0,77.51,11.59,9.91
2018-09-17 08:00:00,1.69,20.29,1.92,-4.14,6.12,52.29,67.47,89.16,11.87,10.18
2018-09-17 14:00:00,4.47,23.55,4.5,-0.73,5.13,43.26,0.0,55.82,15.12,13.38
2018-09-17 20:00:00,5.17,24.39,5.38,0.19,5.05,40.98,0.0,22.49,16.13,14.38
2018-09-18 02:00:00,3.72,22.62,3.97,-0.85,4.75,45.41,36.24,12.08,14.69,12.96
2018-09-18 08:00:00,-8.69,7.45,-5.17,-15.5,11.52,71.5,100.0,45.41,0.58,-0.94
2018-09-18 14:00:00,-9.61,5.85,-3.88,-18.25,16.16,73.14,100.0,78.75,-0.87,-2.36
2018-09-18 20:00:00,-9.85,5.05,-2.32,-19.83,19.69,73.94,100.0,100.0,-1.57,-3.05
2018-09-19 02:00:00,-12.01,1.94,-2.6,-23.32,23.81,77.09,100.0,100.0,-4.47,-5.91
2018-09-19 08:00:00,-7.75,6.44,2.96,-19.87,24.93,64.8,0.0,66.67,-0.18,-1.69
2018-09-19 14:00:00,-10.05,3.29,1.54,-22.34,26.65,68.45,29.72,43.24,-3.11,-4.58
2018-09-19 20:00:00,-10.3,2.49,2.3,-22.89,28.09,69.34,36.91,22.21,-3.84,-5.29
2018-09-20 02:00:00,-9.08,3.42,4.42,-21.92,28.86,66.82,16.44,27.69,-2.93,-4.4
2018-09-20 08:00:00,-17.58,-6.99,-2.88,-30.9,33.72,77.37,100.0,51.12,-12.77,-14.09
2018-09-20 14:00:00,-18.45,-8.74,-1.62,-33.14,38.14,78.81,100.0,72.15,-14.49,-15.78
2018-09-20 20:00:00,-31.9,-24.99,-11.57,-49.32,54.26,88.0,100.0,100.0,-29.95,-31.01
2018-09-21 02:00:00,-32.43,-26.76,-7.57,-53.11,65.38,88.81,100.0,100.0,-31.86,-32.89
2018-09-21 08:00:00,-41.18,-37.69,-12.72,-64.61,84.61,92.48,100.0,100.0,-42.38,-43.25
2018-09-21 14:00:00,-43.73,-41.86,-10.46,-70.64,101.22,93.63,100.0,100.0,-46.62,-47.43
2018-09-21 20:00:00,-39.78,-39.06,-0.7,-70.46,108.3,85.97,0.0,66.67,-44.42,-45.26
2018-09-22 02:00:00,-40.84,-41.41,0.72,-72.47,114.13,87.26,16.82,38.94,-46.93,-47.74
2018-09-22 08:00:00,-36.47,-38.17,9.78,-70.25,114.7,79.21,0.0,5.61,-44.35,-45.19
2018-09-22 14:00:00,-34.34,-37.09,14.23,-68.01,112.48,77.44,0.0,5.61,-43.72,-44.57
2018-09-22 20:00:00,-34.77,-38.48,13.97,-66.57,109.28,78.74,13.32,4.44,-45.3,-46.13
2018-09-23 02:00:00,-34.94,-39.59,13.86,-64.73,105.39,79.86,24.71,12.67,-46.64,-47.45
2018-09-23 08:00:00,-33.2,-38.83,16.99,-62.3,102.52,78.78,55.28,31.1,-46.32,-47.13
2018-09-23 14:00:00,-29.58,-36.26,22.73,-58.06,98.12,72.58,0.0,26.66,-44.38,-45.22
2018-09-23 20:00:00,-29.21,-36.64,22.48,-55.32,93.08,73.33,10.2,21.83,-45.03,-45.86
2018-09-24 02:00:00,-27.18,-35.46,24.73,-51.24,87.58,71.07,0.0,3.4,-44.32,-45.16
2018-09-24 08:00:00,-19.88,-29.41,34.85,-41.96,79.65,58.75,0.0,3.4,-39.35,-40.27
2018-09-24 14:00:00,-20.46,-30.35,31.21,-37.87,71.46,60.25,10.25,3.42,-40.42,-41.32
2018-09-24 20:00:00,-14.23,-25.16,38.12,-27.7,62.56,52.55,0.0,3.42,-36.2,-37.16
2018-09-25 02:00:00,-9.16,-20.84,42.06,-17.03,52.52,47.74,0.0,3.42,-32.7,-33.72
2018-09-25 08:00:00,-4.47,-16.75,46.4,-8.31,45.95,44.0,0.0,-0.0,-29.36,-30.43
2018-09-25 14:00:00,-5.92,-18.05,40.66,-4.91,38.66,45.67,10.28,3.43,-30.62,-31.66
2018-09-25 20:00:00,-18.21,-29.1,20.48,-15.91,35.58,57.91,100.0,36.76,-40.22,-41.13
2018-09-26 02:00:00,-16.06,-27.53,22.06,-12.68,33.18,56.14,87.32,65.87,-39.13,-40.05
2018-09-26 08:00:00,-23.11,-34.09,10.81,-20.95,33.46,63.12,100.0,95.77,-44.93,-45.77
2018-09-26 14:00:00,-18.03,-30.06,16.15,-16.44,32.64,57.58,68.21,85.18,-41.82,-42.69
2018-09-26 20:00:00,-13.25,-26.18,21.62,-12.59,32.74,53.2,0.0,56.07,-38.81,-39.73
2018-09-27 02:00:00,-13.82,-26.88,18.65,-13.75,31.62,54.17,9.74,25.98,-39.61,-40.52
2018-09-27 08:00:00,-13.76,-27.03,17.35,-14.41,31.3,54.61,14.21,7.98,-39.96,-40.87
2018-09-27 14:00:00,-13.33,-26.86,16.69,-14.68,31.06,54.72,34.72,19.56,-40.04,-40.94
2018-09-27 20:00:00,-15.81,-29.2,11.76,-17.62,30.27,57.81,100.0,49.65,-42.2,-43.08
2018-09-28 02:00:00,-14.68,-28.47,11.15,-16.66,28.59,57.07,79.77,71.5,-41.84,-42.71
2018-09-28 08:00:00,-11.62,-26.04,12.93,-13.72,26.76,53.68,0.0,59.92,-40.07,-40.98
2018-09-28 14:00:00,-13.63,-27.9,9.01,-16.04,25.96,56.43,66.65,48.81,-41.81,-42.69
2018-09-28 20:00:00,-13.15,-27.67,8.02,-15.76,24.73,56.49,68.15,44.93,-41.85,-42.73
2018-09-29 02:00:00,-11.37,-26.32,8.78,-14.22,23.64,54.57,26.3,53.7,-40.97,-41.86
2018-09-29 08:00:00,-17.01,-31.27,2.29,-20.67,25.28,61.72,100.0,64.82,-45.19,-46.02
2018-09-29 14:00:00,-15.17,-29.95,4.62,-19.65,26.24,59.67,71.25,65.85,-44.38,-45.22
2018-09-29 20:00:00,-15.22,-30.2,4.73,-19.87,26.61,60.43,81.96,84.4,-44.82,-45.65
2018-09-30 02:00:00,-15.13,-30.34,4.5,-18.96,25.29,61.08,90.96,81.39,-45.17,-46.0
2018-09-30 08:00:00,-19.7,-34.4,-1.37,-22.09,23.47,67.19,100.0,90.97,-48.64,-49.41
2018-09-30 14:00:00,-15.39,-31.08,2.37,-15.49,19.11,60.14,6.3,65.75,-46.28,-47.1
2018-09-30 20:00:00,-14.42,-30.47,3.54,-14.84,19.48,59.49,0.0,35.43,-46.04,-46.86
2018-10-01 02:00:00,-13.58,-29.94,4.32,-13.89,19.13,58.98,0.0,2.1,-45.87,-46.68
2018-10-01 08:00:00,-12.62,-29.28,5.01,-13.49,19.32,58.15,0.0,-0.0,-45.59,-46.41
2018-10-01 14:00:00,-9.41,-26.72,8.54,-10.46,19.18,53.23,0.0,-0.0,-43.82,-44.67
2018-10-01 20:00:00,-11.88,-28.82,5.14,-12.4,18.2,57.28,64.76,21.59,-45.66,-46.48
2018-10-02 02:00:00,-10.96,-28.15,5.76,-11.04,17.25,56.42,55.42,40.06,-45.36,-46.19
2018-10-02 08:00:00,-7.83,-25.63,8.87,-7.4,16.14,51.66,0.0,40.06,-43.64,-44.49
2018-10-02 14:00:00,-6.37,-24.42,9.98,-5.4,15.03,49.81,0.0,18.47,-42.91,-43.77
2018-10-02 20:00:00,-0.44,-19.45,17.4,-0.39,16.39,42.38,0.0,-0.0,-39.3,-40.22
2018-10-03 02:00:00,-0.64,-19.44,17.47,-1.38,17.44,42.72,2.41,0.8,-39.44,-40.35
2018-10-03 08:00:00,-3.07,-21.29,14.32,-3.63,17.04,46.56,45.06,15.82,-41.0,-41.89
2018-10-03 14:00:00,-1.74,-20.07,15.97,-2.83,17.64,44.95,34.54,27.34,-40.23,-41.13
2018-10-03 20:00:00,-2.21,-20.32,15.43,-3.71,18.08,45.84,82.79,54.13,-40.57,-41.47
2018-10-04 02:00:00,-4.56,-22.17,12.36,-5.94,17.73,49.94,100.0,72.44,-42.11,-42.99
2018-10-04 08:00:00,-2.62,-20.47,14.32,-4.71,18.16,47.15,44.11,75.63,-41.0,-41.89
2018-10-04 14:00:00,-2.95,-20.63,13.67,-5.59,18.52,47.91,59.4,67.84,-41.28,-42.16
2018-10-04 20:00:00,-1.79,-19.54,14.76,-5.1,18.94,46.2,8.75,37.42,-40.62,-41.52
2018-10-05 02:00:00,-1.02,-18.76,15.3,-5.0,19.31,45.06,0.0,22.72,-40.18,-41.08
2018-10-05 08:00:00,0.1,-17.66,14.63,-3.71,17.39,43.32,0.0,2.92,-39.5,-40.41
2018-10-05 14:00:00,1.03,-16.68,14.84,-3.24,17.09,41.83,0.0,-0.0,-38.91,-39.83
2018-10-05 20:00:00,-0.25,-17.57,12.31,-4.6,16.28,44.54,62.02,20.67,-39.69,-40.6
2018-10-06 02:00:00,-0.26,-17.42,11.11,-4.59,15.21,44.6,85.98,49.33,-39.7,-40.61
2018-10-06 08:00:00,1.1,-16.1,11.48,-3.29,14.2,42.13,10.84,52.95,-38.86,-39.78
2018-10-06 14:00:00,7.09,-10.77,18.53,1.05,15.92,33.75,0.0,32.27,-35.05,-36.03
2018-10-06 20:00:00,5.7,-11.62,15.91,-0.54,15.28,36.17,22.25,11.03,-35.76,-36.73
2018-10-07 02:00:00,8.56,-8.85,18.3,1.49,15.29,32.69,0.0,7.42,-33.81,-34.81
2018-10-07 08:00:00,8.37,-8.64,17.91,0.43,16.02,32.53,0.0,7.42,-33.71,-34.72
2018-10-07 14:00:00,7.45,-9.06,16.63,-1.07,16.42,33.9,37.71,12.57,-34.09,-35.08
2018-10-07 20:00:00,5.81,-10.15,15.16,-3.14,17.27,37.13,100.0,45.9,-34.95,-35.93
2018-10-08 02:00:00,4.77,-10.76,14.16,-4.49,17.79,39.11,100.0,79.24,-35.47,-36.45
2018-10-08 08:00:00,4.48,-10.74,13.56,-5.02,17.82,39.37,100.0,100.0,-35.54,-36.51
2018-10-08 14:00:00,2.85,-11.91,11.52,-6.64,17.73,43.16,100.0,100.0,-36.47,-37.43
2018-10-08 20:00:00,2.94,-11.62,11.22,-6.63,17.45,42.75,93.26,97.75,-36.34,-37.3
2018-10-09 02:00:00,3.89,-10.56,11.23,-5.56,16.32,40.62,37.25,76.84,-35.66,-36.63
2018-10-09 08:00:00,4.87,-9.45,11.63,-4.65,15.73,38.45,0.0,43.5,-34.92,-35.91
2018-10-09 14:00:00,5.44,-8.68,11.36,-3.97,14.78,37.04,0.0,12.42,-34.43,-35.42
2018-10-09 20:00:00,4.61,-9.14,9.65,-4.49,13.78,38.98,34.0,11.33,-34.83,-35.81
2018-10-10 02:00:00,7.8,-6.03,12.49,-1.71,13.47,33.11,0.0,11.33,-32.64,-33.66
2018-10-10 08:00:00,6.25,-7.09,10.3,-3.07,12.91,36.84,63.48,32.49,-33.46,-34.46
2018-10-10 14:00:00,6.73,-6.37,10.39,-2.65,12.55,35.59,42.19,35.22,-32.98,-33.99
2018-10-10 20:00:00,6.93,-5.89,9.64,-2.14,11.35,34.79,28.6,44.76,-32.68,-33.7
2018-10-11 02:00:00,18.62,5.02,23.08,6.13,14.79,22.27,0.0,23.6,-24.84,-25.98
2018-10-11 08:00:00,21.76,8.5,28.24,6.05,18.94,20.08,0.0,9.53,-22.29,-23.46
2018-10-11 14:00:00,18.69,6.38,26.66,1.45,22.1,24.63,29.34,9.78,-23.76,-24.91
2018-10-11 20:00:00,26.48,14.19,37.73,4.69,27.26,20.1,0.18,9.84,-18.06,-19.3
2018-10-12 02:00:00,13.78,3.2,24.43,-6.48,28.36,37.63,100.0,43.17,-25.93,-27.05
2018-10-12 08:00:00,12.71,2.67,23.64,-7.86,29.2,38.36,100.0,66.73,-26.29,-27.4
2018-10-12 14:00:00,12.66,3.07,23.83,-8.38,29.9,37.95,97.73,99.24,-25.98,-27.1
2018-10-12 20:00:00,13.15,3.97,24.38,-8.46,30.41,37.02,92.63,96.79,-25.31,-26.43
2018-10-13 02:00:00,12.54,3.84,23.42,-9.25,30.51,37.17,11.62,67.33,-25.37,-26.5
2018-10-13 08:00:00,10.97,2.78,21.16,-10.58,30.15,39.09,100.0,68.08,-26.11,-27.23
2018-10-13 14:00:00,11.97,4.11,21.28,-9.68,29.26,37.46,21.41,44.34,-25.13,-26.26
2018-10-13 20:00:00,10.71,3.31,18.71,-10.33,27.87,38.97,94.56,71.99,-25.68,-26.8
2018-10-14 02:00:00,9.45,2.48,16.14,-10.86,26.31,40.64,100.0,71.99,-26.26,-27.37
2018-10-14 08:00:00,9.51,2.87,15.05,-10.31,24.78,40.03,80.82,91.79,-25.96,-27.08
2018-10-14 14:00:00,8.94,2.65,13.26,-10.18,23.08,40.47,94.64,91.82,-26.1,-27.21
2018-10-14 20:00:00,12.55,6.47,15.47,-6.47,20.99,35.05,0.0,58.49,-23.3,-24.46
2018-10-15 02:00:00,2.31,-3.1,4.37,-14.58,19.97,52.87,100.0,64.88,-30.22,-31.27
2018-10-15 08:00:00,-1.93,-7.12,-0.14,-18.11,19.77,58.81,100.0,66.67,-33.16,-34.17
2018-10-15 14:00:00,0.44,-4.81,1.79,-15.84,18.96,54.63,82.43,94.14,-31.53,-32.57
2018-10-15 20:00:00,0.03,-5.14,1.07,-16.0,18.45,55.2,84.82,89.08,-31.81,-32.84
2018-10-16 02:00:00,-3.87,-8.9,-1.09,-20.06,21.22,60.77,100.0,89.08,-34.58,-35.57
2018-10-16 08:00:00,-2.13,-7.27,1.76,-18.41,22.0,57.57,47.81,77.54,-33.45,-34.46
2018-10-16 14:00:00,-1.61,-6.77,3.2,-17.75,22.59,56.7,33.63,60.48,-33.14,-34.15
2018-10-16 20:00:00,-4.38,-9.46,0.78,-18.8,21.51,60.91,100.0,60.48,-35.15,-36.13
2018-10-17 02:00:00,-5.01,-10.15,1.31,-19.6,23.01,62.08,100.0,77.88,-35.71,-36.68
2018-10-17 08:00:00,-3.2,-8.48,4.0,-17.96,23.61,58.34,30.54,76.85,-34.58,-35.56
2018-10-17 14:00:00,-3.9,-9.19,3.99,-18.35,24.07,59.66,55.13,61.89,-35.15,-36.13
2018-10-17 20:00:00,-3.67,-9.03,4.78,-17.68,24.02,59.48,30.58,38.75,-35.1,-36.08
2018-10-18 02:00:00,-3.75,-9.16,5.13,-17.15,23.7,59.88,41.15,42.28,-35.26,-36.23
2018-10-18 08:00:00,-2.32,-7.82,6.91,-15.22,23.09,56.47,0.0,23.91,-34.36,-35.35
2018-10-18 14:00:00,1.06,-4.54,10.44,-11.1,21.62,49.09,0.0,13.72,-32.06,-33.09
2018-10-18 20:00:00,-0.2,-5.68,8.88,-11.06,20.16,51.56,22.88,7.63,-32.91,-33.93
2018-10-19 02:00:00,1.49,-3.99,10.47,-8.44,18.72,48.11,0.0,7.63,-31.74,-32.77
2018-10-19 08:00:00,1.18,-4.19,9.7,-7.39,16.89,48.65,6.53,9.8,-31.91,-32.94
2018-10-19 14:00:00,1.05,-4.23,8.96,-6.03,14.77,48.84,21.32,9.28,-31.97,-33.0
2018-10-19 20:00:00,1.22,-3.99,7.04,-2.55,9.38,48.35,7.01,11.62,-31.82,-32.85
2018-10-20 02:00:00,-0.61,-5.69,4.82,-3.68,8.45,52.79,100.0,42.78,-33.08,-34.09
2018-10-20 08:00:00,-0.71,-5.75,4.68,-3.8,8.45,53.09,100.0,69.0,-33.16,-34.17
2018-10-20 14:00:00,-0.35,-5.37,4.97,-3.18,8.08,52.1,79.17,93.06,-32.92,-33.94
2018-10-20 20:00:00,-0.31,-5.29,4.94,-2.93,7.79,52.02,77.44,85.53,-32.91,-33.92
2018-10-21 02:00:00,-0.8,-5.73,4.23,-3.48,7.68,53.51,100.0,85.53,-33.26,-34.27
2018-10-21 08:00:00,-0.36,-5.28,4.65,-3.13,7.71,52.12,6.71,61.38,-32.98,-33.99
2018-10-21 14:00:00,-0.41,-5.29,4.58,-3.2,7.73,52.32,20.34,42.35,-33.02,-34.03
2018-10-21 20:00:00,0.46,-4.4,5.16,-2.42,7.48,49.21,0.0,9.02,-32.43,-33.45
2018-10-22 02:00:00,0.05,-4.73,4.12,-2.65,6.71,50.63,32.9,17.75,-32.69,-33.71
2018-10-22 08:00:00,0.94,-3.82,4.8,-1.86,6.57,47.36,0.0,10.97,-32.07,-33.1
2018-10-22 14:00:00,1.14,-3.54,4.53,-1.59,6.03,46.49,0.0,10.97,-31.91,-32.93
2018-10-22 20:00:00,1.06,-3.54,3.86,-1.48,5.28,46.64,3.57,1.19,-31.93,-32.96
2018-10-23 02:00:00,1.42,-3.11,3.39,-0.73,4.07,45.06,0.0,1.19,-31.65,-32.68
2018-10-23 08:00:00,3.8,-0.68,5.84,1.22,4.47,37.03,0.0,1.19,-29.94,-31.0
2018-10-23 14:00:00,4.04,-0.3,6.63,0.86,5.56,35.99,0.0,-0.0,-29.67,-30.73
2018-10-23 20:00:00,-1.04,-5.15,1.43,-4.11,5.61,54.7,100.0,33.33,-33.13,-34.14
2018-10-24 02:00:00,-2.02,-6.11,0.67,-5.15,5.95,57.63,100.0,66.67,-33.85,-34.84
2018-10-24 08:00:00,-1.19,-5.31,1.62,-4.35,6.05,54.83,87.07,95.69,-33.32,-34.33
2018-10-24 14:00:00,-0.96,-5.07,1.94,-4.1,6.1,54.13,83.79,90.29,-33.19,-34.2
2018-10-24 20:00:00,0.33,-3.78,3.29,-2.77,6.04,49.6,0.0,56.95,-32.31,-33.33
2018-10-25 02:00:00,1.17,-2.9,4.11,-2.02,6.07,46.79,0.0,27.93,-31.71,-32.74
2018-10-25 08:00:00,0.51,-3.49,3.33,-2.68,6.0,49.04,28.0,9.33,-32.15,-33.17
2018-10-25 14:00:00,-0.98,-4.9,1.81,-4.17,6.05,54.1,99.62,42.54,-33.18,-34.19
2018-10-25 20:00:00,0.38,-3.55,3.15,-2.86,6.01,49.34,34.94,54.19,-32.25,-33.27
2018-10-26 02:00:00,0.48,-3.4,3.13,-2.76,5.88,48.94,29.42,54.66,-32.17,-33.19
2018-10-26 08:00:00,-0.29,-4.11,2.28,-3.52,5.84,51.71,53.73,39.37,-32.7,-33.71
2018-10-26 14:00:00,-0.28,-4.07,2.22,-3.52,5.78,51.72,53.88,45.68,-32.7,-33.72
2018-10-26 20:00:00,-0.27,-4.03,2.26,-3.51,5.8,51.7,99.36,68.99,-32.7,-33.71
2018-10-27 02:00:00,0.5,-3.24,3.01,-2.77,5.78,48.43,0.0,51.08,-32.17,-33.19
2018-10-27 08:00:00,0.55,-3.14,3.09,-2.7,5.78,48.13,0.0,33.12,-32.12,-33.14
2018-10-27 14:00:00,0.74,-2.9,3.31,-2.48,5.77,47.17,0.0,-0.0,-31.97,-33.0
2018-10-27 20:00:00,0.93,-2.64,3.55,-2.27,5.78,46.12,0.0,-0.0,-31.81,-32.84
2018-10-28 02:00:00,0.58,-2.94,3.22,-2.54,5.73,47.9,77.0,25.67,-32.04,-33.06
2018-10-28 07:00:00,1.12,-2.34,3.55,-1.44,4.94,45.06,0.0,25.67,-31.64,-32.67
2018-10-28 13:00:00,0.49,-2.9,2.39,-1.16,3.53,48.44,100.0,59.0,-32.05,-33.08
2018-10-28 19:00:00,0.08,-3.26,1.86,-1.56,3.42,50.64,100.0,66.67,-32.32,-33.34
2018-10-29 01:00:00,0.21,-3.1,1.55,-1.24,2.79,49.9,86.84,95.61,-32.24,-33.26
2018-10-29 07:00:00,1.96,-1.31,3.31,0.32,2.94,41.01,0.0,62.28,-30.99,-32.04
2018-10-29 13:00:00,3.87,0.68,5.76,1.46,4.14,33.94,0.0,28.95,-29.59,-30.66
2018-10-29 19:00:00,3.8,0.76,6.17,0.82,5.17,33.69,0.0,-0.0,-29.54,-30.6
2018-10-30 01:00:00,2.46,-0.44,4.98,-0.66,5.52,40.69,43.21,14.4,-30.38,-31.43
2018-10-30 07:00:00,2.61,-0.2,5.27,-0.74,5.87,39.77,83.07,42.09,-30.21,-31.26
2018-10-30 13:00:00,3.33,0.63,5.99,-0.29,6.11,36.73,43.38,56.55,-29.62,-30.69
2018-10-30 19:00:00,2.96,0.39,5.72,-0.86,6.43,38.17,64.05,63.5,-29.79,-30.85
2018-10-31 01:00:00,3.1,0.64,5.96,-0.96,6.75,37.18,11.44,39.62,-29.61,-30.67
2018-10-31 07:00:00,3.06,0.71,5.85,-1.15,6.83,36.87,4.87,26.79,-29.56,-30.62
2018-10-31 13:00:00,1.5,-0.74,4.01,-2.59,6.55,46.08,100.0,38.77,-30.58,-31.62
2018-10-31 19:00:00,1.12,-1.06,3.33,-2.86,6.17,47.95,100.0,68.29,-30.81,-31.85
2018-11-01 01:00:00,1.47,-0.65,3.52,-2.49,5.98,45.88,81.32,93.77,-30.53,-31.58
2018-11-01 07:00:00,1.11,-0.95,2.99,-2.77,5.75,47.73,98.04,93.12,-30.74,-31.78
2018-11-01 13:00:00,0.81,-1.2,2.53,-3.0,5.54,49.35,100.0,93.12,-30.92,-31.97
2018-11-01 19:00:00,-0.58,-2.56,1.11,-4.36,5.57,57.08,100.0,99.35,-31.89,-32.92
2018-11-02 01:00:00,-0.94,-2.92,0.74,-4.77,5.62,59.03,100.0,100.0,-32.17,-33.19
2018-11-02 07:00:00,-1.02,-3.01,0.77,-4.95,5.84,59.63,100.0,100.0,-32.25,-33.27
2018-11-02 13:00:00,-0.69,-2.68,1.08,-4.65,5.83,57.35,77.86,92.62,-32.04,-33.06
2018-11-02 19:00:00,-0.78,-2.78,0.89,-4.75,5.75,58.08,39.12,72.33,-32.13,-33.15
2018-11-03 01:00:00,-0.49,-2.48,1.09,-4.44,5.63,55.88,0.0,38.99,-31.94,-32.96
2018-11-03 07:00:00,0.44,-1.55,2.08,-3.53,5.66,49.19,0.0,13.04,-31.29,-32.33
2018-11-03 13:00:00,0.52,-1.43,2.21,-3.22,5.45,48.5,0.0,-0.0,-31.22,-32.26
2018-11-03 19:00:00,0.43,-1.48,2.12,-3.03,5.18,49.02,5.41,1.8,-31.27,-32.31
2018-11-04 01:00:00,1.65,-0.22,3.44,-1.78,5.18,40.98,0.0,1.8,-30.39,-31.44
2018-11-04 07:00:00,0.48,-1.34,2.28,-2.79,5.08,49.05,98.35,34.59,-31.18,-32.22
2018-11-04 13:00:00,-1.77,-3.58,0.22,-4.88,5.22,60.95,100.0,66.12,-32.77,-33.78
2018-11-04 19:00:00,-2.3,-4.15,-0.03,-5.4,5.52,63.52,100.0,99.45,-33.2,-34.21
2018-11-05 01:00:00,-1.2,-3.09,1.11,-4.02,5.21,56.8,70.2,90.07,-32.48,-33.5
2018-11-05 07:00:00,-1.18,-3.08,1.05,-3.6,4.71,56.94,54.53,74.91,-32.5,-33.52
2018-11-05 13:00:00,-5.12,-7.09,-1.93,-8.24,6.65,71.22,100.0,74.91,-35.33,-36.31
2018-11-05 19:00:00,-7.8,-9.92,-3.01,-12.19,9.94,77.45,100.0,84.84,-37.37,-38.32
2018-11-06 01:00:00,-11.79,-14.15,-4.64,-18.11,15.2,83.64,100.0,100.0,-40.41,-41.31
2018-11-06 07:00:00,-12.82,-15.5,-3.58,-20.74,19.53,85.24,100.0,100.0,-41.46,-42.34
2018-11-06 13:00:00,-11.3,-14.33,-0.59,-20.18,21.87,79.53,59.26,86.42,-40.75,-41.65
2018-11-06 19:00:00,-14.67,-17.98,-2.37,-24.72,25.85,83.99,84.01,81.09,-43.4,-44.25
2018-11-07 01:00:00,-11.06,-14.8,2.65,-22.0,27.3,70.73,0.0,47.76,-41.31,-42.19
2018-11-07 07:00:00,-11.31,-15.33,3.21,-22.6,28.58,71.78,7.24,30.42,-41.78,-42.66
