timestamp,ema50_dist_dash_btc_12h,ema200_dist_dash_btc_12h,lower_bb_dist_dash_btc_12h,width_bb_dash_btc_12h,rsi_dash_btc_12h,stoch_rsi_fastk_dash_btc_12h,stoch_rsi_fastd_dash_btc_12h,kijun_dist_dash_btc_12h,tenkan_dist_dash_btc_12h
2018-07-04 02:00:00,,,,,,,,-0.45673128557620013,-0.47484158522178066
2018-07-04 14:00:00,,,,,,,,-0.456847954472243,-0.4749543648663159
2018-07-05 02:00:00,,,,,,,,-0.459546450130883,-0.4775629040012821
2018-07-05 14:00:00,,,,,,,,-0.45297123391370175,-0.47120687790634797
2018-07-06 02:00:00,,,,,,,,-0.4426186606429574,-0.4611994159940498
2018-07-06 14:00:00,,,,,,,,-0.44748914557221264,-0.46590753938996754
2018-07-07 02:00:00,,,,,,,,-0.45220110461338525,-0.4704624214858133
2018-07-07 14:00:00,,,,,,,,-0.44699081666120044,-0.4654258226741008
2018-07-08 02:00:00,,,,,,,,-0.44103265373777556,-0.4596662799049671
2018-07-08 14:00:00,,,,,,,,-0.4433547002668573,-0.46191091914495586
2018-07-09 02:00:00,,,,,,,,-0.4306516967752828,-0.449631380494119
2018-07-09 14:00:00,,,,,,,,-0.41545328479805854,-0.43493961980701445
2018-07-10 02:00:00,,,,,,,,-0.4178080220981757,-0.4372158600448869
2018-07-10 14:00:00,,,,,,,,-0.4198778599690348,-0.4392166982051723
2018-07-11 02:00:00,,,,,0.2443047918303215,,,-0.41589203233256344,-0.43536374133949185
2018-07-11 14:00:00,,,,,0.21955524179315158,,,-0.4067640073885126,-0.4265400064502888
2018-07-12 02:00:00,,,,,0.21446306705158633,,,-0.4047394898649642,-0.4245829778470772
2018-07-12 14:00:00,,,,,0.22382219594998476,,,-0.40571856551237995,-0.4255294152201369
2018-07-13 02:00:00,,,,,0.48355391517850665,,,-0.44171127421224,-0.4603222780199768
2018-07-13 14:00:00,,0.08750857737882467,-0.04363239587735368,0.12832575127896403,0.4026967499508821,,,-0.42221365544418743,-0.4414746280590537
2018-07-14 02:00:00,,0.07571846968858242,-0.04958152538607874,0.12368363888433587,0.42036354894629435,0.765170883097415,0.8215627021350859,-0.4256089252256855,-0.44475671379094983
2018-07-14 14:00:00,,0.060543621197202135,-0.05691068558261381,0.11724134165701201,0.44675460850181975,0.8583180106534872,0.774335372352915,-0.43061965330932006,-0.4496004052228726
2018-07-15 02:00:00,,0.04288423044534162,-0.06390314356753857,0.10792157107610999,0.4769512840240598,0.9183420401165499,0.8472769779558174,-0.436408456588953,-0.455196234088187
2018-07-15 14:00:00,,0.027342993596233933,-0.07374581189314577,0.10348991740585282,0.5110461445021603,1.0,0.9255533502566791,-0.4431248967908845,-0.4616887763527274
2018-07-16 02:00:00,,0.027909589903475363,-0.07330280501527175,0.1035629219147893,0.5095591455239908,0.983602156852101,0.9673147323228837,-0.44284888203546646,-0.4614219627712304
2018-07-16 14:00:00,,0.017580192131408268,-0.08310964877754712,0.10410067111633123,0.5401401395738152,1.0,0.9945340522840337,-0.448648427707232,-0.46702817592239365
2018-07-17 02:00:00,,0.01449053681928869,-0.08470723656642698,0.10280716324233669,0.5465960368157731,1.0000000000000002,0.9945340522840337,-0.4498626933848119,-0.46820196307675577
2018-07-17 14:00:00,,0.04656359264314891,-0.05213290653969871,0.0989721025358594,0.44352854688675514,0.0,0.6666666666666667,-0.4305876062362808,-0.44956942646479436
2018-07-18 02:00:00,,0.05793201043474139,-0.0403847491647461,0.09746166693274828,0.41238591131453645,0.0,0.33333333333333337,-0.42307034301844826,-0.44230275726383617
2018-07-18 14:00:00,,0.026843676491459245,-0.06728860113684942,0.09607515380630388,0.49664815327016365,0.627838187625052,0.2092793958750173,-0.439453125,-0.4581394060283689
2018-07-19 02:00:00,,0.02265832458971584,-0.07364643424511574,0.09882418810467507,0.5139308569176803,0.7566116582031523,0.4614832819427347,-0.4430942419905318,-0.46165914345480574
2018-07-19 14:00:00,,0.06447259883052259,-0.03455970983974899,0.09757296404921896,0.41964546997321983,0.07149108816361023,0.48531364466393817,-0.42021032723938323,-0.43953808241159953
2018-07-20 02:00:00,,0.010702871921669077,-0.08792234319909886,0.10258603480480541,0.5478984738057432,1.0,0.6093675821222542,-0.4525123792515625,-0.4707633195335119
2018-07-20 14:00:00,,0.13364502616508256,0.00726228000544582,0.11806465959117049,0.3792282963109313,0.0,0.35716369605453674,-0.3888821770515569,-0.40925428131323804
2018-07-21 02:00:00,,0.12858492495569407,-0.0069560905078839275,0.12777071395605813,0.39180429325338906,0.07455969472045279,0.35818656490681755,-0.3932801583255868,-0.41350565234339853
2018-07-21 14:00:00,,0.09239110080534019,-0.036948143692763336,0.12585048303144863,0.4466348039428598,0.3996350074037355,0.1580649007080627,-0.41248294085194104,-0.432068294665931
2018-07-22 02:00:00,,0.10863906700255543,-0.0230093893550799,0.12624336694914182,0.42755529716850743,0.2865177565788868,0.2535708195676916,-0.40380988862042544,-0.42368436560787326
2018-07-22 14:00:00,,0.11414115288146509,-0.020077996232851003,0.12819016340378522,0.4217844657474481,0.6313362156202138,0.4391629932009453,-0.4011808576755749,-0.421142975524579
2018-07-23 02:00:00,,0.18903847042529298,0.01931553855683754,0.1537098954045722,0.3544303202210443,0.0,0.30595132406636677,-0.3645457115040357,-0.38572909142300804
2018-07-23 14:00:00,,0.21689540500267812,0.014478207348987304,0.18142833323224747,0.3396479068422179,0.0,0.21044540520673788,-0.35455212453745055,-0.3760686487176216
