timestamp,ema50_dist_eos_btc_1h,ema200_dist_eos_btc_1h,upper_bb_dist_eos_btc_1h,lower_bb_dist_eos_btc_1h,width_bb_eos_btc_1h,rsi_eos_btc_1h,stoch_rsi_fastk_eos_btc_1h,stoch_rsi_fastd_eos_btc_1h,kijun_dist_eos_btc_1h,tenkan_dist_eos_btc_1h
2018-02-16 16:00:00,,,,,,,,,-22.789436937861918,-21.849973304858516
2018-02-16 17:00:00,,,,,,,,,-22.453441128549912,-21.509889248664592
2018-02-16 18:00:00,,,,,,,,,-22.330097087378633,-21.385044412311515
2018-02-16 19:00:00,,,,,,,,,-22.732316797501127,-21.792158152151586
2018-02-16 20:00:00,,,,,,,,,-22.616230010907813,-21.67465887340757
2018-02-16 21:00:00,,,,,,,,,-22.510175691689415,-21.567314132618897
2018-02-16 22:00:00,,,,,,,,,-22.07253886010362,-21.12435233160622
2018-02-16 23:00:00,,,,,,,,,-21.990082781800446,-21.040892964584334
2018-02-17 00:00:00,,,,,,,,,-22.16771202053447,-21.220683516529014
2018-02-17 01:00:00,,,,,,,,,-22.080613407936987,-21.132525126929856
2018-02-17 02:00:00,,,,,,,,,-21.814892599446868,-20.863571146368344
2018-02-17 03:00:00,,,,,,,,,-21.59643013532956,-20.642450528598545
2018-02-17 04:00:00,,,,,,,,,-21.21529596647459,-20.256678889470937
2018-02-17 05:00:00,,,,,,,,,-20.63575823456777,-19.670089601384667
2018-02-17 06:00:00,,,,,,16.40235613955589,,,-20.364291009213165,-19.39531928412581
2018-02-17 07:00:00,,,,,,11.939616897120326,,,-19.051002174427868,-18.066050937587473
2018-02-17 08:00:00,,,,,,11.154525680132814,,,-18.729060845131308,-17.740192370042152
2018-02-17 09:00:00,,,,,,10.287465772109607,,,-18.342527038179202,-17.348955392433663
2018-02-17 10:00:00,,,,,,10.883586625139309,,,-18.37354955659035,-17.380355378987712
2018-02-17 11:00:00,,,8.117555697754364,-0.299490787882728,8.100399249976133,10.120087633657333,,,-18.045293053466715,-17.048104797401862
2018-02-17 12:00:00,,,8.718251393281374,-0.34720620483171816,8.70126421827402,9.11261861262806,0.0,3.249558684939839,-17.56013067596307,-16.55703918086343
2018-02-17 13:00:00,,,6.930230431660589,-2.0740166212725453,8.790797101490256,28.323556490701506,100.0,33.333333333333336,-18.762423299628374,-17.773960763978923
2018-02-17 14:00:00,,,6.437236245181754,-2.507544788036087,8.77241658073859,30.92100395220132,100.0,66.66666666666667,-18.95765753144162,-17.97157051869255
2018-02-17 15:00:00,,,6.180146478300652,-2.5260990724595755,8.550034395742163,30.37872854510899,97.51345457882971,99.17115152627657,-18.868474144720505,-17.881301988369714
2018-02-17 16:00:00,,,6.23619736817238,-2.25234038008999,8.322754431257092,28.337630052393266,88.15421747377007,95.22255735086661,-18.526543878656543,-17.535211267605643
2018-02-17 17:00:00,,,6.194588765506137,-2.0390665527068585,8.066061822839874,26.717524651881224,0.0,61.88922401753327,-18.2377628460217,-17.24291647639552
2018-02-17 18:00:00,,,5.974718931001233,-2.049841413309361,7.870114173406245,26.106144618369886,0.0,29.384739157923367,-18.127381600435488,-17.13119216113229
2018-02-17 19:00:00,,,5.279483202968582,-2.3601516576828185,7.5297260270606206,29.510304423312256,79.67449822666143,26.558166075553817,-18.343413723084268,-17.349852866124472
2018-02-17 20:00:00,,,4.502949214502205,-2.4940428933978853,6.927409523991962,32.28896520408445,100.0,59.89149940888715,-18.52124731835222,-17.52985026112207
2018-02-17 21:00:00,,,4.451085074338135,-1.878676164148041,6.249381416293932,29.266393647615054,51.11338725479014,76.92929516048387,-18.087250149773972,-17.090572408910198
2018-02-17 22:00:00,,,4.493109672418005,-1.2079277346713435,5.608906023298058,26.213121747434325,1.7302318186558876,50.94787302448202,-17.580008768084166,-16.577159140727748
2018-02-17 23:00:00,,,4.331405783580444,-0.6968636517795557,4.938523084266809,24.254916024224688,0.0,17.61453969114869,-17.21161679547305,-16.204284739194584
2018-02-18 00:00:00,,,4.304186149004274,-0.1754858778815871,4.38906633014954,22.19249557814905,0.0,0.5767439395519744,-16.78193991036352,-15.769379737730327
2018-02-18 01:00:00,,,4.399481851761178,0.15650485063265496,4.148475016086019,20.49574200287624,0.0,1.1916393797643346e-14,-16.389633203989273,-15.372299618638896
2018-02-18 02:00:00,,,5.712722456573105,1.0481140238959075,4.512081216229567,16.52853921111618,0.0,1.1916393797643346e-14,-15.224620934558363,-14.193112000450947
2018-02-18 03:00:00,,,5.6109437116447,0.352456099276921,5.106235007962736,18.54786673935472,26.13550409310308,8.711834697701038,-15.364876423715835,-14.335074055733132
2018-02-18 04:00:00,,,4.552558583879729,-0.8280215726519713,5.2822112009366515,29.069740928165906,100.0,42.04516803103437,-16.154712395054016,-15.134520398265128
2018-02-18 05:00:00,,,5.399083708391683,-0.43386094306769873,5.691643267831675,26.063386487134643,76.02817888700305,67.38789432670205,-15.500870835440184,-14.472723186695891
2018-02-18 06:00:00,,,4.485471898424298,-1.3974431798351672,5.7934631749379895,33.55913234310656,100.0,92.00939296233436,-16.163125153292157,-15.14303551918661
2018-02-18 07:00:00,,,4.022965195599082,-1.8800604506194585,5.8404480272663575,36.835582883205944,100.0,92.00939296233436,-16.474142527101463,-15.457837213435234
2018-02-18 08:00:00,,,4.169309776293795,-1.8355573703347061,5.935605973026611,35.9719144688747,91.9824297424968,97.32747658083228,-16.333819160890506,-15.315806455201885
2018-02-18 09:00:00,,,3.843461339327514,-1.9815640938237733,5.771297617466576,36.827571684073405,99.92563077353972,97.30268683867887,-16.409150530223858,-15.392054422978596
2018-02-18 10:00:00,,,5.6944271377044275,-0.3823946763542474,5.919596373585784,28.153691702993385,0.0,63.96935350534553,-14.766287346420636,-13.729201614000097
2018-02-18 11:00:00,,,4.458894179934347,-1.3357551977213888,5.7055531995920585,35.418292866709336,83.67533078821764,61.2003205205858,-15.502769756283918,-14.474645212759985
2018-02-18 12:00:00,,,4.155312423254598,-1.433626339512073,5.513903194804665,35.54606705202415,85.22570481901353,56.300345202410405,-15.516059812832106,-14.488096976778152
2018-02-18 13:00:00,,,4.276994402638801,-1.213634763405369,5.4077990000746,33.93965109364182,66.705550494924,78.53552870071842,-15.219842164599761,-14.18827508455468
2018-02-18 14:00:00,,,4.545341900070188,-0.9093181107752701,5.357264308489414,31.8231301357393,49.63815092569707,67.18980207987822,-14.811668082696105,-13.775134522798083
2018-02-18 15:00:00,,,4.476614044451632,-0.766196525938101,5.147317092817076,30.702414418754543,0.0,38.78123380687371,-14.588160465221932,-13.548907364499573
2018-02-18 16:00:00,,,4.240741746680232,-0.5554646393437612,4.709428638277603,29.688555166515396,0.0,16.546050308565707,-14.385900997313172,-13.34418689375656
2018-02-18 17:00:00,4.8582727272727055,,3.5958211557140407,-0.7225257011685193,4.257186089679399,31.606281158362435,45.111331871152274,15.03711062371744,-14.54545454545454,-13.505681818181825
2018-02-18 18:00:00,5.2249206643670165,,3.861273923286279,-0.29152667706839885,4.079978146587622,29.085029281849227,0.0,15.03711062371744,-14.072855249325833,-13.02733214497922
2018-02-18 19:00:00,4.7492769059051865,,3.2914878741916676,-0.6182419852558518,3.858160797000342,31.924521746022826,100.0,48.370443957050774,-14.30297090631445,-13.260247746464426
2018-02-18 20:00:00,4.843654208668169,,3.3841222185675646,-0.4723551599321696,3.8011372473882448,30.556439557454198,51.81948162110046,50.60649387370017,-14.064017735723999,-13.018387100460549
2018-02-18 21:00:00,4.950419415261176,,3.5771816655764566,-0.3761501469517148,3.891054866191283,29.1399773891223,1.9351383377967701,51.251539986299086,-13.81088825214899,-12.762177650429807
2018-02-18 22:00:00,5.046040253571182,,3.9407987345273288,-0.35183321728585737,4.216959343456798,27.79042725314687,0.0,17.91820665296575,-13.563218390804588,-12.511494252873568
2018-02-18 23:00:00,4.679069022544957,,3.775080229913752,-0.7229607981554587,4.430430020289357,29.834155282860586,49.435929276303504,17.1236892047001,-13.708030202189425,-12.658068069676187
2018-02-19 00:00:00,4.401030003609296,,3.5237180118055322,-0.944614971497304,4.411445125624583,31.015095929135445,100.0,49.8119764254345,-13.789150272848161,-12.740175173109558
2018-02-19 01:00:00,3.1804124906573694,,2.370296400366878,-2.003757925738614,4.366052694631298,42.68352179451945,99.99999999999999,83.14530975876784,-14.68990005558769,-13.651884876742793
2018-02-19 02:00:00,3.7886996983618193,,2.9101944200953245,-1.31308806824042,4.189824511632305,37.841211925554376,67.48620741301762,89.16206913767253,-14.059107220406386,-13.01341683618661
2018-02-19 03:00:00,3.8044982466328037,,2.7318991459689634,-1.108579015013511,3.809557504050688,36.83948628118045,54.51888224967029,74.0016965542293,-13.917443164907617,-12.87002907575724
2018-02-19 04:00:00,4.0633987079039535,,2.801801998745024,-0.6843794107584733,3.4496594750369716,34.414040296808814,29.129416485875844,50.37816871618792,-13.565205397577063,-12.513505436656637
2018-02-19 05:00:00,3.50116225412036,,1.8878886086923785,-0.8834698070347091,2.757509941571737,38.71078406842785,51.9590469222111,45.20244855258574,-13.913501385168392,-12.86603933420336
