timestamp,ema50_dist_etc_btc_6h,ema200_dist_etc_btc_6h,upper_bb_dist_etc_btc_6h,lower_bb_dist_etc_btc_6h,width_bb_etc_btc_6h,rsi_etc_btc_6h,stoch_rsi_fastk_etc_btc_6h,stoch_rsi_fastd_etc_btc_6h,kijun_dist_etc_btc_6h,tenkan_dist_etc_btc_6h
2018-12-09 13:00:00,0.7,,2.29,-10.01,12.79,54.1,100.0,100.0,0.18,-1.64
2018-12-09 19:00:00,3.31,,4.91,-7.53,12.61,47.72,0.0,66.67,2.91,1.04
2018-12-10 01:00:00,3.09,,4.41,-7.49,12.09,47.95,3.45,34.48,2.81,0.95
2018-12-10 07:00:00,2.97,,4.43,-7.49,12.11,47.95,3.45,2.3,2.81,0.95
2018-12-10 13:00:00,2.85,,4.47,-7.49,12.14,47.95,3.45,3.45,2.81,0.95
2018-12-10 19:00:00,1.59,,3.52,-8.47,12.29,51.28,100.0,35.64,1.61,-0.22
2018-12-11 01:00:00,-2.34,,0.39,-12.34,13.54,60.84,100.0,67.82,-2.41,-4.18
2018-12-11 07:00:00,-1.6,,1.76,-11.63,14.09,58.68,83.28,94.43,-1.73,-3.51
2018-12-11 13:00:00,2.3,,5.96,-7.65,13.73,48.31,2.83,62.03,2.26,0.41
2018-12-11 19:00:00,3.56,,6.55,-4.7,11.15,45.43,0.0,28.7,3.66,1.78
2018-12-12 01:00:00,3.06,,5.7,-4.04,9.66,46.35,5.97,2.93,3.28,1.41
2018-12-12 07:00:00,1.69,,3.79,-4.01,7.81,49.55,31.1,12.36,1.98,0.14
2018-12-12 13:00:00,1.01,,2.83,-3.77,6.63,51.12,100.0,45.69,1.34,-0.49
2018-12-12 19:00:00,0.71,,2.52,-4.03,6.6,51.81,100.0,77.03,1.07,-0.76
2018-12-13 01:00:00,1.91,,3.8,-2.68,6.44,48.37,36.99,79.0,2.35,0.5
2018-12-13 07:00:00,0.27,,2.21,-4.03,6.29,52.72,100.0,79.0,0.71,-1.11
2018-12-13 13:00:00,-1.18,13.96,0.94,-5.29,6.38,56.45,100.0,79.0,-0.79,-2.58
2018-12-13 19:00:00,-3.4,11.12,-0.66,-7.89,7.56,61.8,100.0,100.0,-3.16,-4.91
2018-12-14 01:00:00,-2.71,11.68,0.48,-7.47,8.24,59.83,85.27,95.09,-2.58,-4.34
2018-12-14 07:00:00,-0.04,14.59,3.28,-4.92,8.26,51.9,0.0,61.76,0.09,-1.72
2018-12-14 13:00:00,0.13,14.64,3.45,-4.75,8.26,51.43,0.0,28.42,0.27,-1.55
2018-12-14 19:00:00,-1.71,12.33,1.75,-6.4,8.34,56.16,45.64,15.21,-1.65,-3.43
2018-12-15 01:00:00,0.11,14.27,3.66,-4.43,8.12,51.05,0.0,15.21,0.18,-1.64
2018-12-15 07:00:00,0.96,15.14,4.55,-3.37,7.88,48.77,0.0,15.21,1.07,-0.76
2018-12-15 13:00:00,1.44,15.6,5.07,-2.69,7.67,47.4,0.0,-0.0,1.61,-0.22
2018-12-15 19:00:00,0.87,14.83,4.51,-3.16,7.62,48.94,17.59,5.86,1.07,-0.76
2018-12-16 01:00:00,-0.45,13.19,2.8,-4.33,7.19,52.68,100.0,39.2,-0.26,-2.07
2018-12-16 07:00:00,-1.1,12.27,1.96,-4.96,7.02,54.58,100.0,72.53,-0.96,-2.75
2018-12-16 13:00:00,-0.64,12.64,2.49,-4.35,6.9,53.14,79.93,93.31,-0.53,-2.33
2018-12-16 19:00:00,1.18,14.61,4.24,-2.16,6.33,47.47,0.0,59.98,1.34,-0.49
2018-12-17 01:00:00,1.13,14.46,4.09,-1.81,5.83,47.47,0.0,26.64,1.34,-0.49
2018-12-17 07:00:00,1.26,14.52,4.25,-1.57,5.74,46.92,0.0,-0.0,1.52,-0.31
2018-12-17 13:00:00,-0.67,12.18,2.28,-3.35,5.66,53.35,100.0,33.33,-0.44,-2.24
2018-12-17 19:00:00,0.29,13.15,3.28,-2.35,5.6,50.08,49.19,49.73,0.53,-1.29
2018-12-18 01:00:00,-0.65,11.93,2.23,-2.97,5.22,53.18,97.21,82.14,-0.44,-2.24
2018-12-18 07:00:00,1.78,14.61,4.88,-0.73,5.5,45.46,0.0,48.8,2.07,0.23
2018-12-18 13:00:00,-3.93,7.91,-0.55,-6.78,6.47,60.46,100.0,65.74,-3.82,-5.56
2018-12-18 19:00:00,-0.62,11.49,2.4,-3.4,5.84,51.68,41.47,47.16,-0.53,-2.33
2018-12-19 01:00:00,-0.17,11.87,2.47,-2.85,5.33,50.67,34.7,58.73,-0.09,-1.9
2018-12-19 07:00:00,-0.67,11.16,1.98,-3.34,5.36,51.89,42.85,39.67,-0.61,-2.41
2018-12-19 13:00:00,-6.02,4.86,-2.24,-9.66,7.89,63.06,100.0,59.18,-6.21,-7.91
2018-12-19 19:00:00,-3.25,7.73,0.83,-7.25,8.35,56.24,44.94,62.6,-3.57,-5.32
2018-12-20 01:00:00,-3.98,6.66,0.5,-8.25,9.1,57.87,58.14,67.69,-4.47,-6.2
2018-12-20 07:00:00,-1.27,9.52,3.39,-5.52,9.01,51.8,0.0,34.36,-1.82,-3.6
2018-12-20 13:00:00,-0.3,10.47,4.38,-4.36,8.74,49.87,0.0,19.38,-0.87,-2.67
2018-12-20 19:00:00,-1.78,8.67,2.89,-5.63,8.64,52.96,38.7,12.9,-2.41,-4.18
2018-12-21 01:00:00,-1.13,9.24,3.59,-4.97,8.62,51.63,22.01,20.23,-1.82,-3.6
2018-12-21 07:00:00,-2.55,7.48,2.22,-6.42,8.83,54.79,100.0,53.57,-3.33,-5.08
2018-12-21 13:00:00,-1.07,8.98,3.79,-4.97,8.82,51.38,30.65,50.89,-1.9,-3.68
2018-12-21 19:00:00,-2.01,7.78,2.82,-5.62,8.56,53.57,64.42,65.02,-2.91,-4.67
2018-12-22 01:00:00,0.98,11.0,5.93,-2.51,8.3,46.91,0.0,31.69,0.09,-1.72
2018-12-22 07:00:00,-0.82,8.89,3.91,-3.88,7.79,50.86,50.13,38.18,-1.73,-3.51
2018-12-22 13:00:00,-1.37,8.15,3.34,-4.32,7.7,52.14,78.45,42.86,-2.33,-4.09
2018-12-22 19:00:00,-1.96,7.33,2.68,-4.68,7.44,53.62,100.0,76.19,-3.0,-4.75
2018-12-23 01:00:00,-5.68,2.98,-0.59,-8.73,8.54,61.5,100.0,92.82,-6.9,-8.59
2018-12-23 07:00:00,-6.05,2.29,-0.61,-9.02,8.83,62.61,100.0,100.0,-7.51,-9.18
2018-12-23 13:00:00,-6.03,2.02,-0.12,-9.57,9.93,63.04,100.0,100.0,-7.74,-9.41
2018-12-23 19:00:00,-6.09,1.67,0.3,-9.85,10.66,63.65,100.0,100.0,-8.04,-9.7
2018-12-24 01:00:00,-7.57,-0.27,-0.58,-11.64,11.78,67.12,100.0,100.0,-9.79,-11.43
2018-12-24 07:00:00,-8.32,-1.43,-0.59,-12.81,13.09,69.11,100.0,100.0,-10.86,-12.47
2018-12-24 13:00:00,-9.43,-3.01,-0.92,-14.86,15.14,71.69,100.0,100.0,-12.31,-13.89
2018-12-24 19:00:00,-6.99,-0.69,2.17,-12.88,15.91,63.53,0.0,66.67,-10.22,-11.85
2018-12-25 01:00:00,-3.71,2.62,5.8,-9.87,15.99,54.41,0.0,33.33,-7.21,-8.89
2018-12-25 07:00:00,-5.13,0.87,4.36,-11.03,15.92,57.76,19.35,6.45,-8.78,-10.43
2018-12-25 13:00:00,-3.59,2.33,5.95,-9.12,15.32,54.09,0.0,6.45,-7.43,-9.11
2018-12-25 19:00:00,-4.72,0.92,4.74,-9.97,15.11,56.88,29.48,16.28,-8.7,-10.35
2018-12-26 01:00:00,-8.08,-2.96,1.46,-13.16,15.53,63.82,100.0,43.16,-12.24,-13.83
2018-12-26 07:00:00,-7.07,-2.18,2.82,-12.21,15.77,61.68,78.0,69.16,-11.55,-13.15
2018-12-26 13:00:00,-11.17,-6.9,-0.79,-16.51,17.21,69.05,100.0,92.67,-15.89,-17.41
2018-12-26 19:00:00,-15.8,-12.31,-3.82,-22.47,21.47,75.57,100.0,92.67,-20.88,-22.31
2018-12-27 01:00:00,-12.49,-9.3,0.53,-19.22,21.78,67.31,40.52,80.17,-18.25,-19.73
2018-12-27 07:00:00,-9.31,-6.33,4.18,-15.65,21.03,60.63,0.0,46.84,-15.64,-17.16
2018-12-27 13:00:00,-13.09,-10.68,0.45,-19.11,21.57,66.25,37.6,26.04,-19.65,-21.1
2018-12-27 19:00:00,-6.88,-4.54,7.21,-12.36,20.08,54.92,0.0,12.53,-14.17,-15.72
2018-12-28 01:00:00,-7.95,-5.91,5.92,-13.05,19.67,56.69,14.31,17.3,-15.45,-16.98
2018-12-28 07:00:00,-10.82,-9.2,2.91,-15.79,19.99,60.84,52.24,22.18,-18.49,-19.96
2018-12-28 13:00:00,-9.39,-8.06,4.59,-14.23,19.77,58.89,35.09,33.88,-17.54,-19.03
2018-12-28 19:00:00,-7.28,-6.16,6.83,-11.8,19.1,55.66,12.59,33.31,-15.89,-17.41
2018-12-29 01:00:00,-7.85,-6.98,6.09,-12.16,18.82,56.89,23.7,23.79,-16.69,-18.2
