timestamp,ema50_dist_etc_btc_6h,ema200_dist_etc_btc_6h,upper_bb_dist_etc_btc_6h,lower_bb_dist_etc_btc_6h,width_bb_etc_btc_6h,rsi_etc_btc_6h,stoch_rsi_fastk_etc_btc_6h,stoch_rsi_fastd_etc_btc_6h,kijun_dist_etc_btc_6h,tenkan_dist_etc_btc_6h
2018-10-24 20:00:00,,,,,,,,,-24.42,-25.78
2018-10-25 02:00:00,,,,,,,,,-24.01,-25.39
2018-10-25 08:00:00,,,,,,,,,-24.06,-25.44
2018-10-25 14:00:00,,,,,,,,,-24.16,-25.54
2018-10-25 20:00:00,,,,,,,,,-24.26,-25.64
2018-10-26 02:00:00,,,,,,,,,-23.55,-24.93
2018-10-26 08:00:00,,,,,,,,,-23.81,-25.18
2018-10-26 14:00:00,,,,,,,,,-23.91,-25.29
2018-10-26 20:00:00,,,,,,,,,-24.06,-25.44
2018-10-27 02:00:00,,,,,,,,,-23.91,-25.29
2018-10-27 08:00:00,,,,,,,,,-23.96,-25.34
2018-10-27 14:00:00,,,,,,,,,-24.01,-25.39
2018-10-27 20:00:00,,,,,,,,,-23.91,-25.29
2018-10-28 02:00:00,,,,,,,,,-23.96,-25.34
2018-10-28 07:00:00,,,,,,36.73,,,-23.76,-25.13
2018-10-28 13:00:00,,,,,,36.73,,,-23.76,-25.13
2018-10-28 19:00:00,,,,,,35.07,,,-23.65,-25.03
2018-10-29 01:00:00,,,,,,32.69,,,-23.5,-24.88
2018-10-29 07:00:00,,,,,,22.33,,,-22.5,-23.91
2018-10-29 13:00:00,,,5.6,1.68,3.78,14.68,,,-20.94,-22.37
2018-10-29 19:00:00,,,5.78,0.9,4.73,15.75,5.25,1.75,-20.99,-22.42
2018-10-30 01:00:00,,,6.49,0.62,5.66,14.57,0.0,1.75,-20.66,-22.09
2018-10-30 07:00:00,,,6.95,0.26,6.46,13.82,0.0,1.75,-20.44,-21.88
2018-10-30 13:00:00,,,7.08,-0.22,7.06,13.63,0.0,0.0,-20.38,-21.82
2018-10-30 19:00:00,,,6.94,-0.73,7.45,14.88,58.86,19.62,-20.44,-21.88
2018-10-31 01:00:00,,,7.1,-1.03,7.89,14.43,64.01,40.96,-20.32,-21.77
2018-10-31 07:00:00,,,6.85,-1.51,8.15,17.12,100.0,74.29,-20.44,-21.88
2018-10-31 13:00:00,,,6.45,-1.97,8.23,21.12,100.0,88.0,-20.6,-22.04
2018-10-31 19:00:00,,,6.34,-2.05,8.21,20.41,89.42,96.47,-20.49,-21.93
2018-11-01 01:00:00,,,6.78,-1.71,8.28,17.56,46.79,78.74,-19.99,-21.43
2018-11-01 07:00:00,,,6.39,-1.97,8.19,18.92,44.93,60.38,-20.04,-21.49
2018-11-01 13:00:00,,,5.53,-2.46,7.87,26.7,100.0,63.91,-20.38,-21.82
2018-11-01 19:00:00,,,5.31,-2.29,7.49,25.39,85.64,76.85,-20.21,-21.65
2018-11-02 01:00:00,,,5.01,-2.07,6.97,24.11,71.67,85.77,-20.04,-21.49
2018-11-02 07:00:00,,,4.52,-1.94,6.38,23.69,61.25,72.85,-19.99,-21.43
2018-11-02 13:00:00,,,2.64,-2.83,5.47,42.39,100.0,77.64,-20.94,-22.37
2018-11-02 19:00:00,,,2.02,-2.3,4.33,41.11,93.17,84.81,-20.82,-22.26
2018-11-03 01:00:00,,,1.33,-1.43,2.76,38.61,79.78,90.99,-20.6,-22.04
2018-11-03 07:00:00,,,0.23,-1.37,1.61,44.11,100.0,90.99,-20.94,-22.37
2018-11-03 13:00:00,,,-0.09,-1.84,1.77,49.03,100.0,93.26,-21.26,-22.69
2018-11-03 19:00:00,,,0.32,-1.42,1.75,44.78,59.27,86.42,-20.94,-22.37
2018-11-04 01:00:00,,,-0.46,-2.7,2.28,55.78,100.0,86.42,-21.81,-23.22
2018-11-04 07:00:00,,,-0.83,-3.94,3.19,62.76,100.0,86.42,-22.56,-23.96
2018-11-04 13:00:00,,,-0.81,-4.83,4.14,66.43,100.0,100.0,-23.03,-24.42
2018-11-04 19:00:00,,,-0.46,-5.22,4.91,67.58,100.0,100.0,-23.19,-24.58
2018-11-05 01:00:00,,,1.14,-3.8,5.0,53.73,0.0,66.67,-22.08,-23.49
2018-11-05 07:00:00,,,0.99,-4.08,5.16,56.04,16.68,38.89,-22.34,-23.75
2018-11-05 13:00:00,,,1.53,-3.63,5.21,52.65,0.0,5.56,-22.02,-23.43
2018-11-05 19:00:00,,,0.75,-4.58,5.44,59.29,44.48,20.38,-22.82,-24.22
2018-11-06 01:00:00,-0.62,,1.12,-4.21,5.41,57.55,73.82,39.43,-22.66,-24.06
2018-11-06 07:00:00,-1.56,,0.4,-5.06,5.6,63.34,100.0,72.77,-23.45,-24.83
2018-11-06 13:00:00,-2.39,,-0.05,-5.97,6.1,67.76,100.0,91.27,-24.16,-25.54
2018-11-06 19:00:00,-5.04,,-1.75,-9.17,7.85,77.25,100.0,100.0,-26.38,-27.71
2018-11-07 01:00:00,-1.84,,1.67,-5.88,7.71,57.43,0.0,66.67,-23.96,-25.34
2018-11-07 07:00:00,-1.51,,2.02,-5.23,7.37,56.16,0.0,33.33,-23.76,-25.13
2018-11-07 13:00:00,-0.68,,2.89,-4.22,7.15,52.42,0.0,0.0,-23.13,-24.53
2018-11-07 19:00:00,-1.04,,2.51,-4.31,6.89,54.07,6.63,2.21,-23.45,-24.83
2018-11-08 01:00:00,-0.16,,3.32,-3.1,6.41,50.03,0.0,2.21,-22.77,-24.16
2018-11-08 07:00:00,0.31,,3.73,-2.36,6.04,47.95,0.0,2.21,-22.4,-23.8
2018-11-08 13:00:00,-0.1,,3.24,-2.51,5.73,49.87,31.41,10.47,-22.71,-24.11
2018-11-08 19:00:00,-0.29,,2.89,-2.33,5.21,50.85,47.38,26.27,-22.87,-24.27
2018-11-09 01:00:00,-1.18,,1.94,-3.04,5.0,55.23,100.0,59.6,-23.6,-24.98
2018-11-09 07:00:00,-1.27,,1.86,-3.08,4.98,55.84,100.0,82.46,-23.7,-25.08
2018-11-09 13:00:00,-0.9,,2.23,-2.73,4.97,53.88,67.09,89.03,-23.45,-24.83
2018-11-09 19:00:00,-1.31,,1.81,-3.16,5.01,56.2,100.0,89.03,-23.81,-25.18
2018-11-10 01:00:00,-1.38,,1.71,-3.1,4.84,56.87,100.0,89.03,-23.91,-25.29
2018-11-10 07:00:00,-1.08,,2.0,-2.67,4.69,55.06,39.51,79.84,-23.7,-25.08
2018-11-10 13:00:00,-1.03,,1.96,-2.41,4.38,55.06,39.51,59.67,-23.7,-25.08
2018-11-10 19:00:00,-0.61,,2.37,-1.94,4.3,52.17,0.0,26.34,-23.39,-24.78
2018-11-11 01:00:00,0.0,,2.98,-1.29,4.24,48.1,0.0,13.17,-22.93,-24.32
2018-11-11 07:00:00,0.07,,3.05,-1.3,4.31,47.65,0.0,0.0,-22.87,-24.27
2018-11-11 13:00:00,2.14,,5.4,0.31,4.96,36.4,0.0,0.0,-21.21,-22.64
2018-11-11 19:00:00,1.85,,4.29,0.31,3.88,37.93,9.69,3.23,-21.37,-22.8
2018-11-12 01:00:00,1.3,,3.72,-0.4,4.05,41.46,43.26,17.65,-21.75,-23.17
2018-11-12 07:00:00,2.13,,4.71,0.1,4.51,37.22,7.31,20.09,-21.05,-22.47
2018-11-12 13:00:00,1.71,,4.39,-0.53,4.83,39.77,66.64,39.07,-21.32,-22.74
2018-11-12 19:00:00,1.91,,4.68,-0.55,5.12,38.43,28.43,34.13,-21.1,-22.53
2018-11-13 01:00:00,2.46,,5.45,-0.32,5.62,35.52,0.0,31.69,-20.6,-22.04
2018-11-13 07:00:00,1.54,,4.59,-1.32,5.81,41.84,100.0,42.81,-21.26,-22.69
2018-11-13 13:00:00,2.37,,5.6,-0.75,6.21,37.55,32.06,44.02,-20.55,-21.98
2018-11-13 19:00:00,2.69,,6.09,-0.73,6.64,35.72,3.23,45.1,-20.21,-21.65
2018-11-14 01:00:00,0.28,,3.42,-3.05,6.46,50.41,100.0,45.1,-22.08,-23.49
2018-11-14 07:00:00,1.68,,4.7,-1.76,6.36,43.76,54.71,52.65,-20.94,-22.37
2018-11-14 13:00:00,9.82,,14.87,3.91,10.01,24.99,0.0,51.57,-14.3,-15.85
2018-11-14 19:00:00,4.56,,9.34,-1.39,10.32,40.77,62.05,38.92,-18.25,-19.73
2018-11-15 01:00:00,6.98,,12.13,0.19,11.25,36.27,44.38,35.48,-16.14,-17.65
2018-11-15 07:00:00,5.95,,11.03,-1.18,11.64,38.36,71.24,59.23,-16.75,-18.26
2018-11-15 13:00:00,3.03,,7.54,-3.87,11.2,45.49,100.0,71.88,-18.96,-20.42
2018-11-15 19:00:00,4.56,,8.85,-2.53,11.02,42.22,64.55,78.6,-17.6,-19.09
2018-11-16 01:00:00,4.68,,8.72,-2.52,10.9,41.66,58.46,74.34,-17.36,-18.85
2018-11-16 07:00:00,5.68,,9.55,-1.76,10.89,39.41,14.65,45.89,-16.38,-17.9
2018-11-16 13:00:00,5.84,,9.83,-1.91,11.29,38.7,0.0,24.37,-16.07,-17.59
2018-11-16 19:00:00,6.52,,10.64,-1.64,11.75,36.99,0.0,4.88,-15.32,-16.85
2018-11-17 01:00:00,5.88,,9.84,-2.4,11.8,38.22,26.23,8.74,-15.64,-17.16
2018-11-17 07:00:00,5.8,,9.7,-2.65,11.92,37.9,37.58,21.27,-15.51,-17.04
2018-11-17 13:00:00,6.11,,9.85,-2.51,11.92,36.75,0.0,21.27,-15.07,-16.6
2018-11-17 19:00:00,6.33,,9.91,-2.44,11.9,35.75,0.0,12.53,-14.68,-16.23
2018-11-18 01:00:00,4.42,,7.65,-4.13,11.58,41.99,100.0,33.33,-16.07,-17.59
2018-11-18 07:00:00,4.62,,7.33,-3.75,10.88,41.02,84.38,61.46,-15.76,-17.29
2018-11-18 13:00:00,4.66,,6.96,-3.56,10.34,40.41,74.66,86.35,-15.57,-17.1
2018-11-18 19:00:00,5.54,,7.51,-2.66,9.93,37.61,29.88,62.97,-14.68,-16.23
2018-11-19 01:00:00,9.62,,11.01,1.12,9.32,29.22,0.0,34.85,-11.07,-12.68
2018-11-19 07:00:00,10.84,,12.1,1.82,9.61,26.94,0.0,9.96,-9.72,-11.35
2018-11-19 13:00:00,11.44,,13.9,1.45,11.57,25.59,0.0,-0.0,-8.85,-10.5
2018-11-19 19:00:00,8.38,,10.82,-1.59,11.86,34.73,76.02,25.34,-11.07,-12.68
2018-11-20 01:00:00,6.45,,8.98,-3.43,12.07,39.86,100.0,58.67,-12.44,-14.03
2018-11-20 07:00:00,12.75,,16.42,1.13,14.05,29.96,30.67,68.9,-6.83,-8.51
2018-11-20 13:00:00,8.3,,11.38,-2.84,13.64,39.51,97.49,76.05,-10.22,-11.85
2018-11-20 19:00:00,10.08,,13.24,-1.59,14.01,36.59,66.91,65.02,-8.41,-10.06
2018-11-21 01:00:00,9.09,,12.05,-2.62,14.01,37.97,80.86,81.75,-8.92,-10.57
2018-11-21 07:00:00,8.74,,11.61,-3.07,14.08,37.97,83.9,77.22,-8.92,-10.57
2018-11-21 13:00:00,8.81,,11.61,-3.13,14.14,37.3,24.28,63.01,-8.56,-10.21
2018-11-21 19:00:00,7.47,,10.11,-4.33,14.03,40.04,100.0,69.39,-9.43,-11.07
2018-11-22 01:00:00,6.35,,8.67,-5.16,13.59,42.31,100.0,74.76,-10.15,-11.78
2018-11-22 07:00:00,6.35,,8.31,-4.98,13.08,41.8,89.81,96.6,-9.94,-11.57
2018-11-22 13:00:00,6.26,,7.9,-4.87,12.58,41.44,82.65,90.82,-9.79,-11.43
2018-11-22 19:00:00,9.72,,11.39,-1.94,12.73,34.43,0.0,57.49,-6.52,-8.21
2018-11-23 01:00:00,8.56,,9.51,-2.66,11.77,36.79,29.89,37.51,-7.21,-8.89
2018-11-23 07:00:00,11.58,,12.15,-0.03,11.48,31.62,0.0,9.96,-4.23,-5.96
2018-11-23 13:00:00,13.16,,13.44,1.15,11.45,29.08,0.0,9.96,-2.41,-4.18
2018-11-23 19:00:00,9.9,,9.42,-1.39,10.39,36.57,97.24,32.41,-4.87,-6.59
2018-11-24 01:00:00,9.07,,8.67,-2.17,10.5,37.75,100.0,65.75,-5.27,-6.98
2018-11-24 07:00:00,10.68,,10.74,-1.06,11.25,34.69,64.73,87.32,-3.49,-5.24
2018-11-24 13:00:00,8.74,,9.1,-2.84,11.58,38.82,100.0,88.24,-4.87,-6.59
2018-11-24 19:00:00,4.84,,4.96,-6.07,11.09,47.63,100.0,88.24,-8.11,-9.77
2018-11-25 01:00:00,8.64,,8.21,-2.34,10.25,40.59,45.56,81.85,-4.47,-6.2
2018-11-25 07:00:00,8.57,,8.52,-2.41,10.61,40.18,42.41,62.66,-4.23,-5.96
2018-11-25 13:00:00,11.51,,11.78,-0.2,11.33,35.56,0.0,29.32,-1.22,-3.01
2018-11-25 19:00:00,7.36,,7.71,-3.85,11.35,43.53,66.01,36.14,-4.63,-6.36
2018-11-26 01:00:00,7.86,,8.23,-3.36,11.31,42.29,84.49,50.17,-3.9,-5.64
2018-11-26 07:00:00,8.44,,8.82,-2.84,11.32,40.9,67.04,72.51,-3.08,-4.83
2018-11-26 13:00:00,8.64,,9.07,-2.68,11.39,40.05,56.37,69.3,-2.58,-4.34
2018-11-26 19:00:00,10.5,,10.95,-1.19,11.57,36.76,0.0,41.14,-0.53,-2.33
2018-11-27 01:00:00,10.18,,10.25,-1.39,11.14,36.62,0.0,18.79,-0.44,-2.24
2018-11-27 07:00:00,8.59,,7.98,-2.41,10.12,39.72,72.5,24.17,-1.56,-3.34
2018-11-27 13:00:00,8.34,,6.87,-2.04,8.7,39.56,85.81,52.77,-1.48,-3.26
2018-11-27 19:00:00,5.03,,3.48,-4.77,8.31,47.35,100.0,86.1,-4.31,-6.04
2018-11-28 01:00:00,6.74,,4.83,-2.86,7.61,43.45,63.64,83.15,-2.5,-4.26
2018-11-28 07:00:00,5.08,,3.37,-4.19,7.59,46.87,93.93,85.86,-3.82,-5.56
2018-11-28 13:00:00,6.63,,5.15,-2.56,7.62,43.34,48.51,68.7,-2.16,-3.93
2018-11-28 19:00:00,5.14,,3.75,-3.74,7.49,46.39,76.05,72.83,-3.33,-5.08
2018-11-29 01:00:00,6.08,,4.66,-2.73,7.32,44.02,19.24,47.93,-2.24,-4.01
2018-11-29 07:00:00,6.99,,5.83,-1.85,7.54,41.73,0.0,31.76,-1.13,-2.92
2018-11-29 13:00:00,6.63,,5.53,-2.11,7.51,41.98,5.37,8.2,-1.22,-3.01
2018-11-29 19:00:00,6.28,,4.05,-1.55,5.53,42.24,11.11,5.49,-1.31,-3.09
2018-11-30 01:00:00,6.21,,3.95,-1.45,5.34,41.83,4.48,6.99,-1.13,-2.92
2018-11-30 07:00:00,4.13,,1.88,-3.16,5.07,47.65,100.0,38.53,-2.91,-4.67
2018-11-30 13:00:00,3.37,,1.39,-3.62,5.07,49.46,100.0,68.16,-3.49,-5.24
2018-11-30 19:00:00,5.67,,3.5,-1.27,4.71,43.04,15.82,71.94,-1.13,-2.92
2018-12-01 01:00:00,6.25,,4.13,-0.66,4.71,41.18,0.0,38.61,-0.35,-2.15
2018-12-01 07:00:00,4.59,,2.56,-2.06,4.61,45.66,54.09,23.3,-1.73,-3.51
2018-12-01 13:00:00,4.41,,2.51,-2.09,4.59,45.66,54.09,36.06,-1.73,-3.51
2018-12-01 19:00:00,4.06,,2.3,-2.1,4.39,46.25,100.0,69.39,-1.9,-3.68
2018-12-02 01:00:00,2.2,,0.7,-3.59,4.36,51.91,100.0,84.7,-3.57,-5.32
2018-12-02 07:00:00,2.28,,1.02,-3.38,4.45,51.32,90.69,96.9,-3.41,-5.16
2018-12-02 13:00:00,-2.89,,-2.53,-9.36,7.26,64.88,100.0,96.9,-8.41,-10.06
2018-12-02 19:00:00,-3.53,,-2.01,-10.88,9.48,66.45,100.0,96.9,-9.14,-10.79
2018-12-03 01:00:00,-4.35,,-1.58,-12.46,11.7,68.43,100.0,100.0,-10.08,-11.71
2018-12-03 07:00:00,-3.37,,0.2,-12.04,13.01,64.94,79.6,93.2,-9.29,-10.93
2018-12-03 13:00:00,1.78,,5.7,-7.14,12.94,49.21,0.0,59.87,-4.39,-6.12
2018-12-03 19:00:00,3.73,,7.86,-5.3,12.99,44.83,0.0,26.53,-2.41,-4.18
2018-12-04 01:00:00,2.9,,7.14,-5.87,12.93,46.54,7.24,2.41,-3.08,-4.83
2018-12-04 07:00:00,1.95,,6.26,-6.42,12.7,48.68,19.15,8.8,-3.9,-5.64
2018-12-04 13:00:00,5.67,,10.43,-2.95,12.9,40.92,0.0,8.8,-0.18,-1.98
2018-12-04 19:00:00,7.09,,12.39,-1.84,13.52,38.23,0.0,6.38,1.43,-0.4
2018-12-05 01:00:00,5.36,,10.85,-3.39,13.73,41.88,34.95,11.65,0.0,-1.81
2018-12-05 07:00:00,8.28,,14.57,-1.31,14.89,36.89,0.0,11.65,3.09,1.23
2018-12-05 13:00:00,8.05,,14.85,-2.09,15.92,36.75,0.0,11.65,3.19,1.32
2018-12-05 19:00:00,10.15,,17.98,-0.94,17.43,33.37,0.0,-0.0,5.59,3.68
2018-12-06 01:00:00,9.26,,17.73,-2.25,18.55,34.67,15.2,5.07,5.1,3.2
2018-12-06 07:00:00,10.48,,19.87,-2.0,20.08,32.49,0.0,5.07,6.69,4.76
2018-12-06 13:00:00,10.37,,20.49,-2.88,21.48,32.09,0.0,5.07,6.99,5.05
2018-12-06 19:00:00,15.88,,28.05,0.18,24.42,25.64,0.0,-0.0,12.96,10.92
2018-12-07 01:00:00,11.71,,23.97,-4.35,25.78,34.05,93.15,31.05,9.36,7.38
2018-12-07 07:00:00,11.05,,23.58,-5.68,26.86,34.53,100.0,64.38,9.15,7.18
2018-12-07 13:00:00,8.4,,19.69,-7.98,26.14,39.76,100.0,97.72,6.89,4.95
2018-12-07 19:00:00,2.14,,11.29,-12.73,24.2,51.82,100.0,100.0,0.8,-1.02
2018-12-08 01:00:00,4.75,,12.02,-9.53,21.29,47.06,73.24,91.08,3.56,1.69
2018-12-08 07:00:00,4.56,,9.54,-8.47,17.91,47.06,72.49,81.91,3.56,1.69
2018-12-08 13:00:00,4.38,,8.38,-8.14,16.51,47.06,60.56,68.77,3.56,1.69
2018-12-08 19:00:00,2.5,,5.9,-9.51,15.69,50.64,75.35,69.47,1.8,-0.04
2018-12-09 01:00:00,2.14,,4.79,-9.4,14.52,51.2,100.0,78.64,1.52,-0.31
2018-12-09 07:00:00,1.27,,2.9,-9.55,12.88,52.93,100.0,91.78,0.71,-1.11
