timestamp,ema50_dist_trx_usd_1D,ema200_dist_trx_usd_1D,upper_bb_dist_trx_usd_1D,lower_bb_dist_trx_usd_1D,width_bb_trx_usd_1D,rsi_trx_usd_1D,stoch_rsi_fastk_trx_usd_1D,stoch_rsi_fastd_trx_usd_1D,kijun_dist_trx_usd_1D,tenkan_dist_trx_usd_1D
2018-12-26 01:00:00,-15.64,29.25,10.42,-54.65,83.54,70.22,6.61,32.87,16.93,34.5
2018-12-27 01:00:00,-6.71,42.1,23.03,-48.36,81.75,57.66,0.0,2.2,28.94,48.31
2018-12-28 01:00:00,-16.45,25.98,11.92,-53.23,82.12,65.74,45.36,17.32,14.55,31.76
2018-12-29 01:00:00,-12.86,30.3,17.77,-49.98,80.75,61.72,32.3,25.89,18.75,36.59
2018-12-30 01:00:00,-12.99,29.02,18.31,-48.34,78.42,62.24,36.42,38.03,17.85,35.55
2018-12-31 01:00:00,-6.59,37.73,26.97,-41.98,74.54,55.25,0.0,22.91,26.15,45.1
2019-01-01 01:00:00,-10.27,31.37,21.93,-41.82,70.78,58.52,31.14,22.52,20.62,38.74
2019-01-02 01:00:00,-12.78,26.66,18.16,-40.5,66.04,60.96,81.77,37.64,16.54,34.05
2019-01-03 01:00:00,-11.18,28.05,19.1,-35.4,59.34,59.51,60.98,57.97,18.07,35.81
2019-01-04 01:00:00,-16.86,18.68,10.23,-35.56,52.44,64.81,100.0,80.92,9.61,26.08
2019-01-05 01:00:00,-18.41,15.24,6.5,-32.47,44.78,66.67,100.0,86.99,6.58,22.59
2019-01-06 01:00:00,-20.48,11.02,2.86,-31.18,39.65,69.03,100.0,100.0,2.78,18.22
2019-01-07 01:00:00,-21.52,8.26,0.72,-29.48,35.27,70.59,100.0,100.0,0.3,15.37
2019-01-08 01:00:00,-28.01,-2.25,-6.24,-35.12,36.41,76.31,100.0,100.0,-9.46,4.14
2019-01-09 01:00:00,-31.6,-8.78,-7.64,-40.64,43.5,79.52,100.0,100.0,-15.6,-2.92
2019-01-10 01:00:00,-24.36,-0.46,3.22,-35.44,46.08,67.39,0.0,66.67,-7.9,5.94
2019-01-11 01:00:00,-20.66,3.28,8.63,-32.96,47.34,63.24,0.0,33.33,-4.41,9.96
2019-01-12 01:00:00,-14.8,10.02,16.42,-28.12,47.3,57.03,0.0,-0.0,1.93,17.24
2019-01-13 01:00:00,-5.59,21.4,28.7,-20.48,47.24,49.5,0.0,-0.0,12.67,29.6
2019-01-14 01:00:00,-21.41,-0.07,7.65,-34.14,48.16,60.85,63.44,21.15,-7.26,6.67
2019-01-15 01:00:00,-16.39,5.41,14.41,-29.65,47.7,56.77,52.94,38.79,-2.12,12.58
2019-01-16 01:00:00,-17.9,2.56,11.75,-29.33,45.04,58.27,77.27,64.55,-4.75,9.56
2019-01-17 01:00:00,-17.76,1.81,11.88,-29.01,44.72,58.68,80.9,70.37,-5.42,8.78
2019-01-18 01:00:00,-15.13,4.26,14.94,-25.76,43.03,56.66,0.0,52.72,-3.11,11.45
2019-01-19 01:00:00,-14.17,4.68,15.61,-23.84,41.14,56.28,0.0,26.97,-2.67,11.95
2019-01-20 01:00:00,-9.91,9.29,19.71,-17.4,36.68,52.63,0.0,-0.0,1.69,16.97
2019-01-21 01:00:00,-16.17,0.89,10.28,-21.27,33.39,58.05,89.62,29.87,-6.11,8.0
2019-01-22 01:00:00,-18.36,-2.63,6.65,-22.06,31.11,60.37,100.0,63.21,-9.41,4.2
2019-01-23 01:00:00,-17.81,-2.8,6.08,-19.53,27.45,60.51,100.0,96.54,-9.6,3.99
2019-01-24 01:00:00,-18.57,-4.55,4.59,-19.58,26.14,61.83,100.0,100.0,-11.27,2.06
2019-01-25 01:00:00,-16.79,-3.24,6.27,-17.22,24.84,60.28,59.01,86.34,-10.08,3.43
2019-01-26 01:00:00,-21.64,-9.81,0.61,-22.74,26.25,65.41,100.0,86.34,-16.28,-3.7
2019-01-27 01:00:00,-22.0,-11.14,0.83,-24.01,28.09,66.51,100.0,86.34,-17.61,-5.23
2019-01-28 01:00:00,-15.18,-4.04,9.02,-17.97,28.26,57.46,0.0,66.67,-11.07,2.29
2019-01-29 01:00:00,-15.84,-5.47,6.69,-18.98,27.35,58.66,13.24,37.75,-12.44,0.71
2019-01-30 01:00:00,-15.49,-5.72,6.9,-19.28,27.91,58.93,16.2,9.81,-12.73,0.38
2019-01-31 01:00:00,-8.04,2.2,15.93,-12.4,27.84,50.64,0.0,9.81,-5.38,8.84
2019-02-01 01:00:00,-10.84,-1.39,11.8,-14.39,26.53,53.69,36.71,17.64,-8.71,5.0
2019-02-02 01:00:00,-10.32,-1.27,10.04,-10.54,20.63,53.58,35.43,24.05,-8.62,5.11
2019-02-03 01:00:00,-6.92,2.14,13.85,-7.61,20.81,50.17,0.0,24.05,-5.44,8.77
2019-02-04 01:00:00,-11.77,-3.67,7.44,-12.11,20.02,55.49,100.0,45.14,-10.85,2.54
2019-02-05 01:00:00,-9.47,-1.56,9.81,-9.8,19.6,53.22,57.27,52.42,-8.92,4.77
2019-02-06 01:00:00,-6.68,1.17,12.84,-7.17,19.46,50.45,5.17,54.15,-6.38,7.68
2019-02-07 01:00:00,-6.81,0.71,12.2,-7.05,18.76,50.88,13.36,25.27,-6.79,7.21
2019-02-08 01:00:00,-10.64,-3.85,7.03,-10.41,17.74,55.5,100.0,39.51,-11.06,2.31
2019-02-09 01:00:00,-8.4,-1.8,8.25,-6.39,14.51,53.07,51.88,55.08,-9.18,4.47
2019-02-10 01:00:00,-6.51,-0.05,10.11,-4.5,14.21,51.07,12.4,54.76,-7.56,6.33
2019-02-11 01:00:00,-4.21,2.2,12.72,-2.87,14.86,48.62,0.0,21.43,-5.45,8.75
