timestamp,ema50_dist_iot_usd_6h,ema200_dist_iot_usd_6h,upper_bb_dist_iot_usd_6h,lower_bb_dist_iot_usd_6h,width_bb_iot_usd_6h,rsi_iot_usd_6h,stoch_rsi_fastk_iot_usd_6h,stoch_rsi_fastd_iot_usd_6h,kijun_dist_iot_usd_6h,tenkan_dist_iot_usd_6h
2019-01-03 01:00:00,-11.54,-13.61,-0.01,-13.84,14.85,66.17,65.83,88.61,-32.62,-32.37
2019-01-03 07:00:00,-8.61,-10.99,3.38,-11.21,15.18,59.05,0.0,55.28,-30.65,-30.4
2019-01-03 13:00:00,-8.86,-11.46,3.21,-11.64,15.51,60.12,10.25,25.36,-31.12,-30.87
2019-01-03 19:00:00,-8.2,-11.04,3.97,-11.01,15.52,59.23,1.71,3.99,-30.87,-30.62
2019-01-04 01:00:00,-8.67,-11.72,3.4,-11.28,15.29,60.81,24.62,12.19,-31.49,-31.24
2019-01-04 07:00:00,-7.59,-10.86,4.59,-10.29,15.32,58.54,0.0,8.78,-30.91,-30.66
2019-01-04 13:00:00,-5.21,-8.69,7.11,-7.93,15.1,52.77,0.0,8.21,-29.29,-29.04
2019-01-04 19:00:00,-6.22,-9.8,5.83,-8.9,14.96,55.49,33.86,11.29,-30.23,-29.98
2019-01-05 01:00:00,-7.39,-11.11,4.3,-9.63,14.31,58.56,72.05,35.3,-31.33,-31.08
2019-01-05 07:00:00,-6.34,-10.24,4.96,-7.78,12.93,56.3,60.94,55.61,-30.74,-30.49
2019-01-05 13:00:00,-5.5,-9.56,5.72,-6.91,12.71,54.57,31.01,54.67,-30.29,-30.03
2019-01-05 19:00:00,-2.98,-7.19,8.15,-3.94,11.84,48.51,0.0,30.65,-28.52,-28.26
2019-01-06 01:00:00,-2.39,-6.65,8.32,-2.72,10.74,47.38,0.0,10.34,-28.15,-27.89
2019-01-06 07:00:00,-3.31,-7.59,6.77,-3.01,9.6,50.08,30.26,10.09,-28.93,-28.68
2019-01-06 13:00:00,-7.02,-11.3,2.05,-5.9,8.1,59.07,100.0,43.42,-31.87,-31.63
2019-01-06 19:00:00,-5.76,-10.21,3.21,-4.57,7.84,56.18,75.29,68.52,-31.12,-30.87
2019-01-07 01:00:00,-4.49,-9.09,4.32,-3.19,7.47,53.31,50.77,75.35,-30.33,-30.08
2019-01-07 07:00:00,-2.46,-7.18,6.49,-1.43,7.73,48.68,0.0,42.02,-28.92,-28.66
2019-01-07 13:00:00,-2.24,-6.98,6.41,-1.57,7.79,48.38,0.0,16.92,-28.82,-28.57
2019-01-07 19:00:00,-2.28,-7.04,5.49,-1.59,6.94,48.72,4.33,1.44,-28.92,-28.66
2019-01-08 01:00:00,1.07,-3.77,9.02,1.05,7.59,41.37,0.0,1.44,-26.45,-26.18
2019-01-08 07:00:00,-2.85,-7.55,4.55,-3.08,7.57,50.94,100.0,34.78,-29.39,-29.14
2019-01-08 13:00:00,-0.62,-5.39,6.81,-1.23,7.82,46.4,52.63,50.88,-27.79,-27.53
2019-01-08 19:00:00,-0.09,-4.84,7.29,-1.14,8.17,45.41,42.21,64.95,-27.41,-27.15
2019-01-09 01:00:00,-1.55,-6.23,5.27,-2.69,7.86,48.9,78.65,57.83,-28.51,-28.25
2019-01-09 07:00:00,-2.76,-7.41,3.63,-3.97,7.62,51.85,100.0,73.62,-29.47,-29.21
2019-01-09 13:00:00,-1.16,-5.88,5.27,-2.56,7.72,48.33,45.31,74.65,-28.35,-28.09
2019-01-09 19:00:00,-1.27,-5.97,4.95,-2.83,7.69,48.71,51.29,65.53,-28.46,-28.2
2019-01-10 01:00:00,-2.36,-7.03,3.28,-3.87,7.17,51.6,92.89,63.16,-29.32,-29.06
2019-01-10 07:00:00,7.74,2.86,15.52,3.86,10.63,34.69,0.0,48.06,-21.78,-21.5
2019-01-10 13:00:00,17.81,13.03,30.44,8.57,18.31,26.65,0.0,30.96,-13.95,-13.64
2019-01-10 19:00:00,15.95,11.75,30.75,3.9,22.88,28.5,7.4,2.47,-14.83,-14.52
2019-01-11 01:00:00,15.24,11.56,31.66,0.96,26.4,28.64,7.95,5.12,-14.89,-14.59
2019-01-11 07:00:00,14.13,10.93,31.46,-1.83,29.0,29.57,36.27,17.21,-15.29,-14.98
2019-01-11 13:00:00,12.03,9.28,28.85,-4.71,29.95,32.49,100.0,48.07,-16.48,-16.18
2019-01-11 19:00:00,12.92,10.55,29.75,-5.05,30.97,31.25,68.9,68.39,-15.42,-15.12
2019-01-12 01:00:00,14.14,12.19,31.13,-5.2,32.16,29.74,28.58,65.83,-14.08,-13.77
2019-01-12 07:00:00,14.73,13.22,31.99,-5.91,33.53,28.76,0.0,32.49,-13.18,-12.87
2019-01-12 13:00:00,12.23,11.13,28.83,-8.69,34.09,32.8,100.0,42.86,-14.7,-14.39
2019-01-12 19:00:00,11.43,10.7,27.35,-9.82,34.17,33.49,100.0,66.67,-14.95,-14.65
2019-01-13 01:00:00,11.65,11.28,27.48,-10.22,34.71,32.73,83.81,94.6,-14.42,-14.11
2019-01-13 07:00:00,10.95,10.91,25.55,-10.88,33.95,33.33,96.49,93.43,-14.61,-14.3
2019-01-13 13:00:00,19.11,19.66,34.68,-5.48,35.04,25.41,0.0,60.1,-7.73,-7.4
2019-01-13 19:00:00,19.02,20.15,34.24,-6.5,35.78,24.96,0.0,32.16,-7.2,-6.86
2019-01-14 01:00:00,17.64,19.29,31.44,-7.88,35.18,26.32,16.32,5.44,-7.71,-7.38
2019-01-14 07:00:00,16.41,18.52,27.81,-8.35,32.96,27.57,31.27,15.86,-8.16,-7.83
2019-01-14 13:00:00,8.37,10.59,16.43,-13.45,29.44,42.84,100.0,49.19,-14.23,-13.92
2019-01-14 19:00:00,8.65,11.12,13.46,-11.35,24.55,42.0,95.31,75.53,-13.73,-13.41
2019-01-15 01:00:00,8.51,11.21,7.95,-7.7,15.63,41.73,93.25,96.19,-13.57,-13.25
2019-01-15 07:00:00,10.23,13.28,7.84,-4.89,12.55,38.83,73.7,87.42,-11.86,-11.54
2019-01-15 13:00:00,10.05,13.38,7.96,-4.85,12.61,38.52,0.0,55.65,-11.67,-11.35
2019-01-15 19:00:00,10.22,13.84,8.3,-4.54,12.6,37.72,0.0,24.57,-11.21,-10.89
2019-01-16 01:00:00,8.98,12.81,7.18,-5.38,12.46,39.75,50.58,16.86,-11.91,-11.59
2019-01-16 07:00:00,8.25,12.28,6.46,-5.75,12.16,40.7,100.0,50.19,-12.22,-11.91
2019-01-16 13:00:00,7.62,11.83,5.5,-5.87,11.39,41.53,100.0,83.53,-12.49,-12.17
2019-01-16 19:00:00,9.4,13.94,7.14,-4.04,11.0,37.77,1.34,67.11,-10.72,-10.4
2019-01-17 01:00:00,10.12,14.97,7.99,-3.29,11.02,35.99,0.0,33.78,-9.8,-9.47
2019-01-17 07:00:00,8.92,13.96,7.01,-4.18,11.03,38.32,42.02,14.45,-10.49,-10.16
2019-01-17 13:00:00,5.57,10.58,3.66,-6.84,10.67,46.44,100.0,47.34,-13.05,-12.74
2019-01-17 19:00:00,3.34,8.31,1.57,-8.66,10.61,51.3,100.0,80.67,-14.77,-14.47
2019-01-18 01:00:00,3.67,8.72,2.03,-8.24,10.6,50.16,92.57,97.52,-14.38,-14.07
2019-01-18 07:00:00,5.13,10.37,3.4,-6.67,10.23,46.35,61.87,84.81,-13.0,-12.68
2019-01-18 13:00:00,4.72,10.03,3.17,-6.27,9.58,46.93,11.68,55.37,-13.18,-12.87
2019-01-18 19:00:00,4.03,9.39,2.5,-5.89,8.54,48.33,39.94,37.83,-13.62,-13.3
2019-01-19 01:00:00,1.66,6.9,0.41,-7.3,7.99,54.23,100.0,50.54,-15.53,-15.22
2019-01-19 07:00:00,-1.08,3.94,-1.51,-9.61,8.58,60.42,100.0,79.98,-17.84,-17.54
2019-01-19 13:00:00,-0.65,4.31,-0.36,-9.62,9.74,59.17,90.67,96.89,-17.51,-17.21
2019-01-19 19:00:00,1.51,6.58,2.14,-7.64,10.05,52.7,36.19,75.62,-15.66,-15.36
2019-01-20 01:00:00,0.47,5.45,1.54,-8.66,10.58,55.11,31.11,52.66,-16.51,-16.21
2019-01-20 07:00:00,5.28,10.63,6.63,-4.03,10.52,43.79,0.0,22.43,-12.33,-12.01
2019-01-20 13:00:00,6.82,12.41,8.5,-2.52,10.7,40.74,0.0,10.37,-10.82,-10.5
2019-01-20 19:00:00,7.33,13.13,9.4,-1.97,10.96,39.45,0.0,-0.0,-10.14,-9.82
2019-01-21 01:00:00,4.4,10.13,6.6,-4.42,10.9,45.86,40.97,13.66,-12.45,-12.13
2019-01-21 07:00:00,3.75,9.51,6.1,-4.81,10.84,46.99,100.0,46.99,-12.86,-12.55
2019-01-21 13:00:00,3.97,9.81,6.49,-4.46,10.84,46.19,89.37,76.78,-12.54,-12.23
2019-01-21 19:00:00,4.29,10.24,6.95,-3.78,10.56,45.12,75.16,88.18,-12.12,-11.81
2019-01-22 01:00:00,4.45,10.49,7.14,-3.09,10.03,44.37,0.0,54.84,-11.84,-11.52
2019-01-22 07:00:00,6.39,12.69,9.45,-1.16,10.19,39.85,0.0,25.05,-9.98,-9.65
2019-01-22 13:00:00,1.16,7.13,4.21,-5.91,10.2,52.51,100.0,33.33,-14.36,-14.05
2019-01-22 19:00:00,2.19,8.23,5.24,-4.91,10.13,49.97,79.93,59.98,-13.42,-13.11
2019-01-23 01:00:00,2.45,8.52,5.52,-4.64,10.11,49.16,73.58,84.5,-13.12,-12.8
2019-01-23 07:00:00,2.37,8.46,5.54,-4.61,10.11,49.11,73.14,75.55,-13.1,-12.78
2019-01-23 13:00:00,4.69,11.01,8.15,-2.55,10.42,43.54,0.0,48.91,-10.97,-10.65
2019-01-23 19:00:00,5.0,11.44,8.69,-2.44,10.8,42.5,0.0,24.38,-10.53,-10.21
2019-01-24 01:00:00,6.56,13.24,10.43,-1.36,11.27,39.01,0.0,-0.0,-8.97,-8.65
2019-01-24 07:00:00,5.92,12.7,9.02,-1.76,10.4,40.14,11.17,3.72,-9.31,-8.98
2019-01-24 13:00:00,5.49,12.35,7.67,-1.8,9.2,40.78,39.04,16.73,-9.49,-9.17
2019-01-24 19:00:00,4.49,11.37,6.15,-2.52,8.51,43.32,100.0,50.07,-10.19,-9.87
2019-01-25 01:00:00,4.54,11.51,5.18,-1.87,6.94,42.73,86.45,75.16,-9.99,-9.66
2019-01-25 07:00:00,5.95,13.14,6.87,-0.77,7.41,38.9,0.0,62.15,-8.56,-8.23
2019-01-25 13:00:00,5.98,13.29,7.26,-0.91,7.92,38.3,0.0,28.82,-8.33,-8.0
2019-01-25 19:00:00,6.59,14.09,8.35,-0.57,8.58,36.37,0.0,-0.0,-7.57,-7.23
2019-01-26 01:00:00,5.89,13.47,7.8,-1.42,8.94,38.11,27.32,9.11,-7.96,-7.63
2019-01-26 07:00:00,5.77,13.45,7.69,-1.68,9.1,37.85,58.33,28.55,-7.87,-7.54
2019-01-26 13:00:00,6.63,14.52,8.71,-1.14,9.49,35.1,0.0,28.55,-6.88,-6.54
2019-01-26 19:00:00,7.19,15.28,9.52,-0.97,10.06,33.19,0.0,19.44,-6.14,-5.8
2019-01-27 01:00:00,6.49,14.66,8.93,-1.83,10.39,35.14,39.79,13.26,-6.52,-6.18
2019-01-27 07:00:00,8.21,16.71,11.24,-0.73,11.37,30.67,0.0,13.26,-4.72,-4.37
2019-01-27 13:00:00,10.22,19.14,13.22,0.64,11.77,26.52,0.0,13.26,-2.58,-2.23
2019-01-27 19:00:00,10.42,19.62,13.47,0.3,12.32,25.58,0.0,-0.0,-2.02,-1.67
2019-01-28 01:00:00,18.01,28.35,22.94,4.81,15.93,17.42,0.0,-0.0,5.37,5.75
2019-01-28 07:00:00,17.11,27.85,22.83,2.42,18.12,18.06,4.89,1.63,5.18,5.56
2019-01-28 13:00:00,17.16,28.38,23.86,0.94,20.39,17.52,1.17,2.02,5.85,6.24
2019-01-28 19:00:00,13.94,25.23,20.73,-2.57,21.36,26.16,100.0,35.35,3.47,3.84
2019-01-29 01:00:00,15.4,27.24,22.88,-2.3,22.83,24.0,75.36,58.84,5.36,5.74
2019-01-29 07:00:00,13.17,25.12,20.6,-4.71,23.44,29.13,100.0,91.79,3.81,4.19
2019-01-29 13:00:00,11.89,24.01,19.04,-6.04,23.55,31.5,100.0,91.79,3.09,3.46
2019-01-29 19:00:00,12.65,25.17,19.4,-5.59,23.38,29.76,76.82,92.27,4.26,4.64
2019-01-30 01:00:00,10.71,23.27,16.62,-7.08,22.63,34.39,100.0,92.27,2.87,3.24
2019-01-30 07:00:00,11.1,23.96,16.51,-6.72,22.14,33.06,74.79,83.87,3.65,4.03
2019-01-30 13:00:00,6.36,18.78,10.79,-10.31,21.05,45.56,100.0,91.6,-0.52,-0.17
2019-01-30 19:00:00,6.99,19.6,10.75,-9.41,20.03,43.71,88.29,87.7,0.33,0.69
2019-01-31 01:00:00,4.25,16.57,7.09,-11.21,18.69,49.98,100.0,96.1,-2.08,-1.72
2019-01-31 07:00:00,7.92,20.82,9.82,-7.48,17.1,42.19,53.96,80.75,1.67,2.04
2019-01-31 13:00:00,9.24,22.5,10.24,-5.8,15.68,39.5,0.0,51.32,3.27,3.65
2019-01-31 19:00:00,8.25,21.55,8.29,-6.01,14.14,41.05,14.76,22.91,2.65,3.02
2019-02-01 01:00:00,8.54,22.04,7.21,-4.78,11.85,39.97,4.46,6.41,3.26,3.63
2019-02-01 07:00:00,7.43,20.92,5.07,-4.9,9.96,42.05,94.78,38.0,2.49,2.86
2019-02-01 13:00:00,8.09,21.81,5.14,-3.75,8.83,40.22,28.03,42.42,3.43,3.81
2019-02-01 19:00:00,6.54,20.17,3.1,-4.53,7.68,43.68,100.0,74.27,2.21,2.58
2019-02-02 01:00:00,8.07,22.05,4.85,-2.68,7.44,40.05,2.28,43.44,4.0,4.37
2019-02-02 07:00:00,7.3,21.3,4.34,-2.9,7.19,41.38,36.57,46.28,3.54,3.91
2019-02-02 13:00:00,7.25,21.36,4.46,-2.36,6.75,40.87,22.41,20.42,3.78,4.15
2019-02-02 19:00:00,3.16,16.72,0.96,-5.97,7.11,51.51,100.0,52.99,-0.05,0.31
2019-02-03 01:00:00,4.52,18.27,2.45,-4.19,6.7,47.82,67.78,63.4,1.44,1.8
2019-02-03 07:00:00,6.09,20.14,4.23,-2.45,6.62,43.92,28.7,65.49,3.21,3.58
2019-02-03 13:00:00,6.9,21.16,5.33,-1.59,6.79,41.78,8.58,35.02,4.27,4.65
2019-02-03 19:00:00,7.13,21.52,5.87,-1.2,6.91,40.79,0.0,12.43,4.77,5.15
2019-02-04 01:00:00,6.39,20.78,5.43,-1.8,7.09,42.16,19.45,9.34,4.31,4.69
2019-02-04 07:00:00,6.86,21.41,6.23,-1.31,7.35,40.56,0.0,6.48,5.04,5.42
2019-02-04 13:00:00,3.72,17.84,2.86,-3.93,6.83,49.06,100.0,39.82,2.1,2.47
2019-02-04 19:00:00,5.33,19.72,4.36,-2.27,6.57,44.78,49.65,49.88,3.91,4.28
2019-02-05 01:00:00,4.93,19.29,2.93,-1.82,4.72,45.35,56.33,68.66,3.7,4.08
2019-02-05 07:00:00,4.43,18.75,2.44,-2.11,4.54,46.27,67.17,57.72,3.39,3.77
2019-02-05 13:00:00,4.88,19.29,3.06,-1.57,4.59,44.61,0.0,41.17,4.03,4.41
2019-02-05 19:00:00,4.65,19.05,2.96,-1.67,4.6,44.74,7.28,24.82,4.0,4.37
2019-02-06 01:00:00,8.73,23.87,7.89,1.44,6.17,35.16,0.0,2.43,8.41,8.8
2019-02-06 07:00:00,10.04,25.57,10.19,1.72,7.99,32.41,0.0,2.43,10.12,10.52
2019-02-06 13:00:00,8.66,24.15,9.39,-0.02,8.99,35.65,26.29,8.76,9.09,9.48
2019-02-06 19:00:00,8.16,23.72,9.18,-0.8,9.58,36.2,30.71,19.0,8.92,9.31
2019-02-07 01:00:00,6.12,21.46,7.34,-2.69,9.81,41.93,100.0,52.33,7.12,7.51
2019-02-07 07:00:00,3.68,18.65,4.93,-4.83,9.76,48.58,100.0,76.9,4.81,5.19
2019-02-07 13:00:00,2.8,17.6,4.14,-5.54,9.74,50.67,100.0,100.0,4.04,4.41
2019-02-07 19:00:00,2.5,17.2,3.24,-5.42,8.75,51.24,100.0,100.0,3.83,4.21
2019-02-08 01:00:00,1.04,15.42,1.64,-6.63,8.48,55.21,100.0,100.0,2.4,2.77
2019-02-08 07:00:00,0.28,14.42,1.14,-7.43,8.84,57.24,100.0,100.0,1.64,2.01
2019-02-08 13:00:00,-6.51,6.31,-3.6,-15.38,13.02,71.47,100.0,100.0,-5.51,-5.17
2019-02-08 19:00:00,-6.34,6.14,-1.88,-16.3,15.87,71.62,100.0,100.0,-5.61,-5.26
2019-02-09 01:00:00,-5.52,6.75,0.09,-16.2,17.72,69.2,85.27,95.09,-5.0,-4.65
2019-02-09 07:00:00,-5.84,6.06,0.79,-16.98,19.33,70.2,90.14,91.81,-5.56,-5.22
2019-02-09 13:00:00,-3.01,9.02,4.23,-14.65,19.92,60.24,0.0,58.47,-2.85,-2.5
2019-02-09 19:00:00,-4.93,6.57,2.88,-16.59,20.91,64.46,37.09,42.41,-4.97,-4.62
2019-02-10 01:00:00,-6.31,4.68,2.25,-18.19,22.21,67.46,72.48,36.53,-6.61,-6.27
2019-02-10 07:00:00,-4.57,6.36,4.7,-16.75,22.82,62.11,18.78,42.79,-5.06,-4.71
2019-02-10 13:00:00,-3.85,6.92,5.9,-16.03,23.1,60.3,0.82,30.7,-4.5,-4.15
2019-02-10 19:00:00,-6.07,4.13,4.09,-18.04,23.79,65.18,68.21,29.27,-6.95,-6.61
2019-02-11 01:00:00,-2.91,7.42,7.62,-14.41,22.8,56.12,0.0,23.01,-3.94,-3.59
2019-02-11 07:00:00,-0.62,9.83,9.77,-10.99,20.89,50.76,0.0,22.74,-1.7,-1.34
2019-02-11 13:00:00,-1.33,8.9,8.56,-10.25,18.96,52.39,11.3,3.77,-2.46,-2.1
