timestamp,ema50_dist_iot_usd_1D,ema200_dist_iot_usd_1D,upper_bb_dist_iot_usd_1D,lower_bb_dist_iot_usd_1D,width_bb_iot_usd_1D,rsi_iot_usd_1D,stoch_rsi_fastk_iot_usd_1D,stoch_rsi_fastd_iot_usd_1D,kijun_dist_iot_usd_1D,tenkan_dist_iot_usd_1D
2019-01-13 01:00:00,19.98,133.84,44.56,2.53,34.02,37.91,0.0,1.73,6.88,-4.39
2019-01-14 01:00:00,11.09,116.22,34.86,-6.07,35.78,43.69,100.0,33.81,-0.64,-11.11
2019-01-15 01:00:00,13.77,121.31,39.46,-5.21,38.13,41.99,70.62,56.87,2.27,-8.51
2019-01-16 01:00:00,13.83,121.3,40.75,-5.97,39.8,41.67,65.03,78.55,2.82,-8.02
2019-01-17 01:00:00,8.32,110.15,33.78,-11.54,40.79,45.61,100.0,78.55,-1.84,-12.19
2019-01-18 01:00:00,9.41,111.88,35.36,-11.73,42.11,44.65,75.67,80.23,-0.51,-11.0
2019-01-19 01:00:00,6.55,105.8,31.49,-14.73,42.64,46.8,100.0,91.89,-2.87,-13.11
2019-01-20 01:00:00,12.99,118.08,39.77,-10.94,44.32,42.22,10.7,62.12,3.49,-7.42
2019-01-21 01:00:00,10.09,112.15,35.42,-13.99,44.63,44.24,44.18,51.62,1.21,-9.46
2019-01-22 01:00:00,8.14,107.94,30.21,-15.05,42.08,45.63,74.57,43.15,-0.28,-10.79
2019-01-23 01:00:00,11.28,113.73,31.98,-12.59,40.63,43.1,19.19,45.98,3.04,-7.82
2019-01-24 01:00:00,11.24,113.4,29.73,-12.38,38.75,42.81,17.22,36.99,3.43,-7.47
2019-01-25 01:00:00,13.93,118.44,31.08,-10.31,37.49,40.6,0.0,12.14,6.46,-4.77
2019-01-26 01:00:00,15.08,120.62,28.75,-8.18,33.48,39.45,0.0,5.74,8.11,-3.29
2019-01-27 01:00:00,19.33,128.99,30.53,-4.08,30.57,36.46,0.0,0.0,12.85,0.95
2019-01-28 01:00:00,24.99,140.4,34.38,0.5,28.85,33.17,0.0,0.0,19.16,6.6
2019-01-29 01:00:00,24.94,140.84,29.76,2.36,23.61,32.74,0.0,0.0,20.08,7.42
2019-01-30 01:00:00,19.43,130.44,24.58,-3.01,24.91,37.24,67.0,22.33,15.55,3.37
2019-01-31 01:00:00,21.33,134.43,27.04,-2.46,26.27,35.69,65.68,44.23,18.23,5.77
2019-02-01 01:00:00,19.98,132.08,25.8,-4.23,27.1,36.23,77.63,70.1,17.71,5.3
2019-02-02 01:00:00,16.65,125.69,23.08,-7.17,28.02,39.07,100.0,81.1,15.11,2.98
2019-02-03 01:00:00,21.41,135.22,28.46,-4.27,29.2,35.52,0.0,59.21,20.67,7.95
2019-02-04 01:00:00,19.61,131.95,27.01,-6.37,30.26,36.59,30.1,43.37,19.67,7.06
2019-02-05 01:00:00,18.94,130.84,26.64,-7.46,31.11,36.52,28.19,19.43,19.77,7.15
2019-02-06 01:00:00,23.61,140.36,31.3,-4.53,31.6,33.05,0.0,19.43,25.45,12.22
2019-02-07 01:00:00,17.13,127.85,23.55,-9.39,30.76,39.47,100.0,42.73,19.59,6.98
2019-02-08 01:00:00,6.23,106.07,10.23,-16.73,27.86,50.43,100.0,66.67,8.72,-2.74
2019-02-09 01:00:00,6.68,106.39,10.2,-15.97,26.95,49.71,95.88,98.63,9.45,-2.09
2019-02-10 01:00:00,4.28,101.08,6.86,-17.25,25.43,52.02,100.0,98.63,7.17,-4.13
2019-02-11 01:00:00,9.03,109.84,9.9,-12.28,22.45,46.82,58.6,84.83,12.43,0.58
