timestamp,ema50_dist_eth_usd_12h,ema200_dist_eth_usd_12h,lower_bb_dist_eth_usd_12h,width_bb_eth_usd_12h,rsi_eth_usd_12h,stoch_rsi_fastk_eth_usd_12h,stoch_rsi_fastd_eth_usd_12h,kijun_dist_eth_usd_12h,tenkan_dist_eth_usd_12h
2018-07-15 14:00:00,,,,,,,,-0.7110075255531842,-0.744614174997192
2018-07-16 02:00:00,,,,,,,,-0.7138892290412611,-0.747160768032615
2018-07-16 14:00:00,,,,,,,,-0.725686078000725,-0.7575857730771691
2018-07-17 02:00:00,,,,,,,,-0.7292197267886085,-0.7607084973373466
2018-07-17 14:00:00,,,,,,,,-0.7280405048305604,-0.7596664059361985
2018-07-18 02:00:00,,,,,,,,-0.7428540017590148,-0.7727572559366754
2018-07-18 14:00:00,,,,,,,,-0.7419772152914277,-0.7719824301014881
2018-07-19 02:00:00,,,,,,,,-0.7322127393838467,-0.7633534554537885
2018-07-19 14:00:00,,,,,,,,-0.7305525301608579,-0.7618863103217158
2018-07-20 02:00:00,,,,,,,,-0.7255337737321432,-0.7574511801215648
2018-07-20 14:00:00,,,,,,,,-0.7226402483722134,-0.7548941399680911
2018-07-21 02:00:00,,,,,,,,-0.7142555696230648,-0.7474845072299594
2018-07-21 14:00:00,,,,,,,,-0.7150656714434428,-0.7482004031097034
2018-07-22 02:00:00,,,,,,,,-0.7228911769774254,-0.7551158883336205
2018-07-22 14:00:00,,,,,0.5763534838553046,,,-0.7227597948364295,-0.7549997844920477
2018-07-23 02:00:00,,,,,0.5495337753218466,,,-0.7193730640024432,-0.7520068932420052
2018-07-23 14:00:00,,,,,0.5654388599098756,,,-0.7218546626018897,-0.7541999091911527
2018-07-24 02:00:00,,,,,0.5050977013395384,,,-0.7139060623582263,-0.747175643819775
2018-07-24 14:00:00,,,,,0.5911390335488225,,,-0.7281324626471396,-0.7597476700691055
2018-07-25 02:00:00,,0.04221314569050816,-0.08154196977588046,0.12623750171535864,0.6030774836121596,,,-0.7302870201480176,-0.7616516762060507
2018-07-25 14:00:00,,0.052282555605163816,-0.06507770175200134,0.11811591253876556,0.5789020653832132,0.7532611558404964,0.9177537186134986,-0.7274181587032524,-0.7591164318254052
2018-07-26 02:00:00,,0.04567371843717982,-0.06521549897126544,0.11198339487146529,0.5890793587413676,0.8571325170753767,0.870131224305291,-0.7290714571530863,-0.760577469831308
2018-07-26 14:00:00,,0.03184843349535016,-0.07945390608937064,0.1140162380321778,0.6151962009677285,1.0,0.870131224305291,-0.7332897955798814,-0.7643052618484886
2018-07-27 02:00:00,,0.07370495344729044,-0.042785116805096335,0.11471656158027858,0.5234141098474504,0.0,0.6190441723584588,-0.7222090261282661,-0.7545130641330167
2018-07-27 14:00:00,,0.06988449246595718,-0.04663238483079124,0.11517781383451663,0.5286491480629584,0.057037687326687535,0.35234589577556236,-0.7230045432034967,-0.7552160713132227
2018-07-28 02:00:00,,0.04064519879046813,-0.057748618302405186,0.09924251023586415,0.5601425483016929,0.4001699896563781,0.15240255899435506,-0.7277239248222147,-0.7593866407043685
2018-07-28 14:00:00,,0.03557834550708305,-0.044194968073077434,0.08011848897016742,0.5431502513771419,0.2150325982857348,0.22408009175626664,-0.7256919271610729,-0.7575909420444369
2018-07-29 02:00:00,,0.035258035017060374,-0.040329743361445236,0.07577994526888418,0.5357492001325151,0.33584575887788487,0.31701611560666576,-0.7248235294117646,-0.7568235294117647
2018-07-29 14:00:00,,0.039900625034495985,-0.03306750787507695,0.07271968185661196,0.5180786318282761,0.0,0.18362611905453974,-0.722783691763996,-0.7550209024695083
2018-07-30 02:00:00,,0.037020689348066016,-0.035532901250370785,0.07249965853390988,0.5232962186997995,0.12403949296591828,0.15329508394793423,-0.7234154626762985,-0.755579205366357
2018-07-30 14:00:00,,0.046130488654624546,-0.027491788353125712,0.07294250030652269,0.5007677345737147,0.0,0.04134649765530594,-0.7209617595384248,-0.7534108409431056
