timestamp,ema50_dist_neo_usd_1D,ema200_dist_neo_usd_1D,upper_bb_dist_neo_usd_1D,lower_bb_dist_neo_usd_1D,width_bb_neo_usd_1D,rsi_neo_usd_1D,stoch_rsi_fastk_neo_usd_1D,stoch_rsi_fastd_neo_usd_1D,kijun_dist_neo_usd_1D,tenkan_dist_neo_usd_1D
2019-01-16 01:00:00,10.9,195.93,18.75,-8.08,25.46,47.78,66.38,73.77,0.76,-2.49
2019-01-17 01:00:00,8.2,187.73,16.09,-10.29,25.63,49.29,86.31,69.2,-1.39,-4.57
2019-01-18 01:00:00,10.93,194.22,19.46,-8.18,26.16,47.33,11.99,54.89,1.5,-1.77
2019-01-19 01:00:00,4.66,176.32,12.74,-13.28,26.09,51.45,100.0,66.1,-4.06,-7.16
2019-01-20 01:00:00,12.06,195.2,21.31,-6.95,26.37,46.44,0.0,37.33,3.17,-0.15
2019-01-21 01:00:00,12.12,194.7,21.91,-7.27,27.19,46.13,0.0,33.33,3.68,0.34
2019-01-22 01:00:00,8.23,183.53,17.77,-10.58,27.36,48.61,46.68,15.56,0.4,-2.84
2019-01-23 01:00:00,9.99,187.31,20.14,-9.11,27.72,47.16,19.44,22.04,2.41,-0.9
2019-01-24 01:00:00,6.85,178.05,17.01,-11.49,27.73,49.33,100.0,55.37,-0.26,-3.47
2019-01-25 01:00:00,9.05,182.91,19.77,-9.78,28.14,47.43,40.74,53.4,2.15,-1.15
2019-01-26 01:00:00,9.34,182.8,18.92,-9.33,26.95,46.94,0.0,46.91,2.77,-0.54
2019-01-27 01:00:00,11.16,186.81,20.22,-7.89,26.49,45.26,0.0,13.58,4.91,1.53
2019-01-28 01:00:00,16.55,200.45,22.76,-2.08,22.52,41.3,0.0,-0.0,10.64,7.07
2019-01-29 01:00:00,15.28,196.81,16.59,-0.24,15.56,41.85,9.11,3.04,10.03,6.48
2019-01-30 01:00:00,13.09,190.62,14.42,-2.38,15.84,43.39,37.04,15.39,8.44,4.94
2019-01-31 01:00:00,15.61,196.75,17.34,-0.83,16.79,41.18,0.0,15.39,11.47,7.87
2019-02-01 01:00:00,13.47,190.77,15.54,-3.02,17.47,42.74,70.73,35.93,9.94,6.39
2019-02-02 01:00:00,8.63,177.48,10.92,-6.58,17.12,47.27,100.0,56.91,5.59,2.18
2019-02-03 01:00:00,12.38,186.48,14.27,-3.29,16.65,43.72,41.73,70.82,9.73,6.19
2019-02-04 01:00:00,11.85,184.49,14.1,-3.97,17.2,43.78,42.59,61.44,9.68,6.14
2019-02-05 01:00:00,11.95,184.15,14.38,-4.07,17.54,43.27,11.63,31.98,10.26,6.7
2019-02-06 01:00:00,13.16,186.69,15.38,-3.16,17.48,41.76,0.0,18.07,11.97,8.36
2019-02-07 01:00:00,11.89,182.89,14.19,-4.38,17.7,42.72,47.39,19.67,11.2,7.62
2019-02-08 01:00:00,1.84,156.09,2.69,-12.15,15.57,54.23,100.0,49.13,1.29,-1.98
2019-02-09 01:00:00,0.6,151.5,1.96,-13.39,16.28,55.53,100.0,82.46,0.07,-3.15
2019-02-10 01:00:00,-3.47,139.57,-0.85,-17.73,18.61,60.02,100.0,100.0,-4.11,-7.21
2019-02-11 01:00:00,-2.36,140.67,0.89,-17.21,19.7,58.44,90.89,96.96,-3.11,-6.23
