timestamp,ema50_dist_ltc_btc_1D,ema200_dist_ltc_btc_1D,upper_bb_dist_ltc_btc_1D,lower_bb_dist_ltc_btc_1D,width_bb_ltc_btc_1D,rsi_ltc_btc_1D,stoch_rsi_fastk_ltc_btc_1D,stoch_rsi_fastd_ltc_btc_1D,kijun_dist_ltc_btc_1D,tenkan_dist_ltc_btc_1D
2017-12-19 01:00:00,,,,,,,,,-49.23,-44.5
2017-12-20 01:00:00,,,,,,,,,-45.92,-40.88
2017-12-21 01:00:00,,,,,,,,,-49.18,-44.44
2017-12-22 01:00:00,,,,,,,,,-47.12,-42.19
2017-12-23 01:00:00,,,,,,,,,-48.07,-43.23
2017-12-24 01:00:00,,,,,,,,,-48.8,-44.02
2017-12-25 01:00:00,,,,,,,,,-47.74,-42.87
2017-12-26 01:00:00,,,,,,,,,-43.86,-38.62
2017-12-27 01:00:00,,,,,,,,,-41.58,-36.14
2017-12-28 01:00:00,,,,,,,,,-42.28,-36.9
2017-12-29 01:00:00,,,,,,,,,-40.03,-34.44
2017-12-30 01:00:00,,,,,,,,,-40.5,-34.96
2017-12-31 01:00:00,,,,,,,,,-39.03,-33.35
2018-01-01 01:00:00,,,,,,,,,-40.14,-34.56
2018-01-02 01:00:00,,,,,,33.13,,,-41.02,-35.52
2018-01-03 01:00:00,,,,,,29.64,,,-37.75,-31.95
2018-01-04 01:00:00,,,,,,27.91,,,-35.81,-29.82
2018-01-05 01:00:00,,,,,,23.89,,,-29.97,-23.44
2018-01-06 01:00:00,,,,,,38.03,,,-38.24,-32.48
2018-01-07 01:00:00,,,22.14,-13.45,34.11,41.39,,,-40.27,-34.69
2018-01-08 01:00:00,,,18.4,-14.55,32.33,43.0,100.0,100.0,-41.2,-35.71
2018-01-09 01:00:00,,,17.08,-15.12,31.89,43.57,100.0,100.0,-41.5,-36.05
2018-01-10 01:00:00,,,17.69,-12.59,29.53,41.55,63.67,87.89,-40.08,-34.49
2018-01-11 01:00:00,,,14.0,-14.06,28.07,43.86,100.0,87.89,-41.26,-35.79
2018-01-12 01:00:00,,,11.76,-13.54,25.53,44.13,100.0,87.89,-41.39,-35.93
2018-01-13 01:00:00,,,2.7,-18.18,22.63,51.92,100.0,100.0,-45.23,-40.13
2018-01-14 01:00:00,,,5.64,-12.95,19.3,46.84,50.98,83.66,-42.51,-37.15
2018-01-15 01:00:00,,,6.77,-11.38,18.59,45.32,18.05,56.34,-41.59,-36.14
2018-01-16 01:00:00,,,10.46,-8.26,18.52,42.07,0.0,23.01,-39.44,-33.79
2018-01-17 01:00:00,,,8.35,-9.75,18.23,44.01,19.67,12.57,-40.42,-34.87
2018-01-18 01:00:00,,,6.52,-11.39,18.35,46.29,88.41,36.03,-41.54,-36.09
2018-01-19 01:00:00,,,8.45,-9.78,18.35,44.43,55.99,54.69,-40.48,-34.92
2018-01-20 01:00:00,,,10.0,-8.43,18.29,43.02,22.38,55.6,-39.64,-34.01
2018-01-21 01:00:00,,,9.72,-8.68,18.3,43.34,10.0,29.46,-39.78,-34.16
2018-01-22 01:00:00,,,9.38,-8.92,18.26,43.63,18.73,17.04,-39.9,-34.29
2018-01-23 01:00:00,,,10.53,-7.7,17.98,42.37,0.0,9.58,-39.26,-33.59
2018-01-24 01:00:00,,,13.62,-4.51,17.34,39.09,0.0,6.24,-37.45,-31.62
2018-01-25 01:00:00,,,10.39,-1.73,11.61,40.38,28.3,9.43,-37.93,-32.14
2018-01-26 01:00:00,,,11.88,-0.89,12.11,39.0,0.0,9.43,-37.18,-31.33
2018-01-27 01:00:00,,,11.93,-1.67,12.93,39.2,5.93,11.41,-37.25,-31.4
2018-01-28 01:00:00,,,6.97,-5.97,12.88,47.04,100.0,35.31,-39.95,-34.35
2018-01-29 01:00:00,,,9.71,-3.72,13.04,43.3,53.43,53.12,-38.3,-32.54
2018-01-30 01:00:00,,,7.62,-5.59,13.08,46.47,92.89,82.11,-39.45,-33.8
2018-01-31 01:00:00,,,10.0,-3.7,13.28,43.22,51.27,65.87,-38.01,-32.22
2018-02-01 01:00:00,,,13.07,-1.74,14.02,39.73,0.0,48.06,-36.23,-30.28
2018-02-02 01:00:00,,,17.36,2.59,13.43,34.59,0.0,17.09,-32.95,-26.7
2018-02-03 01:00:00,,,-0.08,-12.99,13.8,55.8,100.0,33.33,-43.05,-37.73
2018-02-04 01:00:00,,,-1.73,-16.3,16.02,58.71,100.0,66.67,-44.72,-39.57
2018-02-05 01:00:00,,,-0.87,-17.63,18.47,59.47,100.0,100.0,-45.15,-40.03
2018-02-06 01:00:00,-7.85,,-0.7,-19.62,21.06,61.01,100.0,100.0,-45.98,-40.94
2018-02-07 01:00:00,-6.28,,1.73,-18.87,22.53,58.79,57.32,85.77,-45.21,-40.1
2018-02-08 01:00:00,-6.32,,2.53,-19.42,23.97,59.15,18.96,58.76,-45.39,-40.29
2018-02-09 01:00:00,-9.02,,0.89,-22.52,26.25,62.86,100.0,58.76,-47.17,-42.25
2018-02-10 01:00:00,-5.27,,5.64,-19.45,26.96,56.53,0.0,39.65,-45.12,-40.0
2018-02-11 01:00:00,-6.23,,5.24,-20.45,27.8,58.05,24.06,41.35,-45.82,-40.77
2018-02-12 01:00:00,-4.96,,7.13,-19.27,28.11,56.2,0.0,8.02,-45.21,-40.1
2018-02-13 01:00:00,-7.23,,5.17,-20.91,28.3,59.59,50.98,25.01,-46.69,-41.72
2018-02-14 01:00:00,-22.08,,-7.44,-36.71,37.56,75.24,100.0,50.33,-55.74,-51.61
2018-02-15 01:00:00,-19.79,,-2.22,-36.14,41.97,71.94,82.66,77.88,-54.9,-50.69
2018-02-16 01:00:00,-20.39,,-0.76,-37.55,45.51,73.15,89.02,90.56,-55.7,-51.57
2018-02-17 01:00:00,-12.79,,9.37,-31.34,45.73,60.33,4.68,58.79,-51.76,-47.27
2018-02-18 01:00:00,-11.93,,10.76,-29.83,44.87,59.79,0.0,31.23,-51.56,-47.04
2018-02-19 01:00:00,-8.51,,15.05,-26.08,43.53,55.56,0.0,1.56,-49.87,-45.19
2018-02-20 01:00:00,-10.42,,12.49,-26.21,41.55,57.96,13.64,4.55,-51.15,-46.59
2018-02-21 01:00:00,-8.76,,13.78,-22.56,38.01,56.12,11.82,8.49,-50.44,-45.81
2018-02-22 01:00:00,-6.35,,14.65,-16.49,31.43,53.24,0.0,8.49,-49.27,-44.53
2018-02-23 01:00:00,-9.58,,10.38,-18.46,30.06,57.28,85.53,32.45,-51.23,-46.68
2018-02-24 01:00:00,-12.98,,6.37,-21.23,29.81,61.47,100.0,61.84,-53.35,-49.0
2018-02-25 01:00:00,-17.8,,1.42,-26.03,31.3,66.94,100.0,95.18,-56.32,-52.25
2018-02-26 01:00:00,-11.06,,9.61,-19.51,30.64,57.19,28.79,76.26,-52.98,-48.6
2018-02-27 01:00:00,-7.0,,14.13,-14.91,29.16,52.78,0.0,42.93,-50.99,-46.41
2018-02-28 01:00:00,-3.24,,18.27,-10.61,27.82,49.17,0.0,9.6,-49.08,-44.33
2018-03-01 01:00:00,-1.09,,20.78,-8.45,27.54,47.27,0.0,-0.0,-47.97,-43.12
2018-03-02 01:00:00,-1.82,,19.38,-8.19,26.11,48.08,8.23,2.74,-48.39,-43.58
2018-03-03 01:00:00,3.39,,25.93,-3.28,26.24,43.49,0.0,2.74,-45.58,-40.51
2018-03-04 01:00:00,1.81,,23.89,-4.25,25.63,45.02,26.91,11.71,-46.37,-41.37
2018-03-05 01:00:00,2.81,,25.4,-3.53,26.08,44.06,12.5,13.13,-45.79,-40.73
2018-03-06 01:00:00,3.09,,24.52,-4.08,25.95,43.7,4.68,14.7,-45.57,-40.5
2018-03-07 01:00:00,0.67,,20.29,-6.75,25.33,46.53,100.0,39.06,-46.83,-41.88
2018-03-08 01:00:00,-0.3,,16.95,-7.37,23.21,47.73,100.0,68.23,-47.35,-42.44
2018-03-09 01:00:00,-6.18,,9.51,-13.06,22.98,55.04,100.0,100.0,-50.59,-45.98
2018-03-10 01:00:00,-5.9,,9.34,-13.03,22.79,54.99,99.59,99.86,-50.57,-45.96
2018-03-11 01:00:00,-3.74,,11.64,-11.21,22.8,52.12,65.69,88.43,-49.52,-44.81
2018-03-12 01:00:00,-2.43,,12.74,-10.24,22.7,50.46,37.37,67.55,-48.88,-44.11
2018-03-13 01:00:00,-0.71,,14.48,-8.97,22.82,48.24,0.0,34.36,-47.99,-43.14
2018-03-14 01:00:00,-2.76,,11.97,-10.97,22.83,51.23,44.21,27.2,-49.13,-44.38
2018-03-15 01:00:00,-4.26,,9.81,-12.51,22.62,53.53,100.0,48.07,-50.0,-45.34
2018-03-16 01:00:00,-4.01,,8.86,-12.11,21.32,53.39,97.29,80.5,-49.95,-45.29
2018-03-17 01:00:00,-1.32,,7.78,-7.41,15.17,49.21,18.27,71.85,-48.58,-43.79
2018-03-18 01:00:00,1.7,,9.32,-3.96,12.93,45.0,0.0,38.52,-46.98,-42.03
2018-03-19 01:00:00,1.66,,8.54,-3.93,12.19,44.96,0.0,6.09,-46.96,-42.01
2018-03-20 01:00:00,0.66,,7.3,-4.98,12.14,46.6,19.45,6.48,-47.47,-42.57
2018-03-21 01:00:00,0.62,,7.26,-5.06,12.18,46.63,39.26,19.57,-47.48,-42.58
2018-03-22 01:00:00,1.48,,8.16,-4.38,12.3,45.15,11.65,23.46,-47.0,-42.05
2018-03-23 01:00:00,0.3,,6.78,-4.96,11.63,47.41,100.0,50.31,-47.6,-42.71
2018-03-24 01:00:00,2.19,,8.86,-3.03,11.55,44.1,0.0,37.22,-46.57,-41.59
2018-03-25 01:00:00,0.72,,7.18,-3.96,10.96,46.99,87.27,62.42,-47.32,-42.41
2018-03-26 02:00:00,4.49,,11.46,-0.32,11.16,40.9,0.0,29.09,-45.25,-40.15
2018-03-27 02:00:00,9.15,,17.91,2.59,13.9,35.15,0.0,29.09,-42.62,-37.27
2018-03-28 02:00:00,14.1,,25.72,4.51,18.43,30.52,0.0,0.0,-39.71,-34.09
2018-03-29 02:00:00,15.91,,29.14,3.58,21.96,28.82,0.0,0.0,-38.41,-32.67
2018-03-30 02:00:00,8.01,,19.91,-4.04,22.19,40.42,96.05,32.02,-42.44,-37.07
2018-03-31 02:00:00,10.96,,23.38,-2.48,23.42,37.36,73.62,56.55,-40.63,-35.09
2018-04-01 02:00:00,9.89,,22.26,-4.24,24.31,38.33,82.01,83.89,-40.98,-35.48
2018-04-02 02:00:00,9.44,,21.91,-5.35,25.17,38.42,82.79,79.47,-41.02,-35.51
2018-04-03 02:00:00,2.03,,12.91,-11.67,24.42,49.26,100.0,88.27,-44.97,-39.83
2018-04-04 02:00:00,5.89,,16.04,-8.15,23.27,44.4,59.18,80.66,-42.75,-37.41
2018-04-05 02:00:00,4.95,,13.62,-8.56,21.63,45.42,64.88,74.69,-43.16,-37.85
2018-04-06 02:00:00,7.49,,15.59,-6.31,20.93,42.28,35.58,53.21,-41.61,-36.17
2018-04-07 02:00:00,8.86,,16.87,-5.42,21.08,40.52,0.0,33.49,-40.67,-35.14
2018-04-08 02:00:00,8.64,,16.32,-5.81,21.02,40.38,0.0,11.86,-40.6,-35.06
2018-04-09 02:00:00,7.21,,14.05,-6.92,20.25,42.21,36.2,12.07,-41.22,-35.74
2018-04-10 02:00:00,8.37,,14.43,-5.76,19.35,40.45,3.28,13.16,-40.4,-34.84
2018-04-11 02:00:00,5.9,,10.91,-7.54,18.14,44.21,100.0,46.5,-41.63,-36.18
2018-04-12 02:00:00,9.72,,13.64,-3.75,16.57,39.24,0.0,34.43,-39.3,-33.64
2018-04-13 02:00:00,12.57,,15.96,-1.34,16.12,35.99,0.0,33.33,-37.44,-31.6
2018-04-14 02:00:00,12.81,,14.69,-0.58,14.27,35.3,0.0,0.0,-37.01,-31.14
2018-04-15 02:00:00,11.94,,13.17,-1.25,13.61,35.96,7.5,2.5,-37.23,-31.37
2018-04-16 02:00:00,10.66,,12.05,-2.58,13.97,37.51,56.1,21.2,-37.7,-31.89
2018-04-17 02:00:00,5.26,,6.85,-7.04,13.91,46.59,100.0,54.53,-40.62,-35.08
2018-04-18 02:00:00,2.61,,4.46,-8.89,13.65,50.67,100.0,85.37,-42.05,-36.65
2018-04-19 02:00:00,-0.68,,1.52,-12.03,14.3,55.72,100.0,100.0,-43.93,-38.7
2018-04-20 02:00:00,0.35,,3.06,-11.12,14.77,53.81,89.52,96.51,-43.34,-38.06
2018-04-21 02:00:00,5.67,,8.72,-6.28,14.82,45.46,0.0,63.17,-40.2,-34.63
2018-04-22 02:00:00,5.31,,8.52,-6.49,14.86,45.69,2.21,30.58,-40.29,-34.72
2018-04-23 02:00:00,2.75,,4.93,-8.19,13.34,49.58,40.18,14.13,-41.68,-36.24
2018-04-24 02:00:00,2.42,,4.47,-8.34,13.07,49.95,53.79,32.06,-41.81,-36.38
2018-04-25 02:00:00,6.98,,8.82,-4.13,12.65,43.04,0.0,31.32,-39.05,-33.37
2018-04-26 02:00:00,5.22,,7.04,-5.6,12.55,45.56,36.44,30.08,-39.93,-34.33
2018-04-27 02:00:00,6.42,,8.46,-4.48,12.69,43.59,8.04,14.83,-39.1,-33.42
2018-04-28 02:00:00,6.66,,8.91,-4.26,12.87,42.91,0.0,14.83,-38.81,-33.1
2018-04-29 02:00:00,6.13,,8.43,-4.71,12.9,43.43,19.91,9.32,-38.97,-33.28
2018-04-30 02:00:00,7.39,,9.99,-3.65,13.22,41.18,0.0,6.64,-38.07,-32.29
2018-05-01 02:00:00,5.45,,7.9,-5.31,13.04,44.61,100.0,39.97,-39.06,-33.38
2018-05-02 02:00:00,4.79,,7.44,-5.72,13.04,45.53,100.0,66.67,-39.33,-33.67
2018-05-03 02:00:00,3.77,,6.49,-6.07,12.53,47.37,100.0,100.0,-39.83,-34.22
2018-05-04 02:00:00,-1.45,,1.54,-10.37,12.46,57.34,100.0,100.0,-42.89,-37.56
2018-05-05 02:00:00,-5.29,,-1.31,-14.12,13.88,63.61,100.0,100.0,-45.24,-40.13
2018-05-06 02:00:00,-3.37,,1.23,-12.13,14.13,59.4,76.7,92.23,-44.21,-39.01
2018-05-07 02:00:00,-1.73,,3.3,-10.68,14.52,56.0,53.14,76.61,-43.3,-38.02
2018-05-08 02:00:00,-0.34,,4.82,-9.44,14.6,53.22,0.0,43.28,-42.51,-37.15
2018-05-09 02:00:00,2.34,,7.11,-6.82,13.91,48.22,0.0,17.71,-40.91,-35.4
2018-05-10 02:00:00,4.66,,9.21,-4.68,13.58,44.35,0.0,-0.0,-39.46,-33.81
2018-05-11 02:00:00,5.88,,10.76,-3.66,13.93,42.32,0.0,-0.0,-38.62,-32.89
2018-05-12 02:00:00,2.58,,7.44,-6.54,13.92,48.05,52.64,17.55,-40.47,-34.91
2018-05-13 02:00:00,2.98,,7.82,-6.17,13.88,47.21,82.93,45.19,-40.16,-34.58
2018-05-14 02:00:00,0.81,,5.52,-8.12,13.81,51.09,100.0,78.52,-41.41,-35.94
2018-05-15 02:00:00,4.04,,9.06,-4.95,13.73,45.44,35.6,72.84,-39.43,-33.78
2018-05-16 02:00:00,2.37,,7.42,-6.34,13.69,48.26,49.9,61.83,-40.35,-34.79
2018-05-17 02:00:00,3.79,,9.08,-4.83,13.61,45.7,4.71,30.07,-39.43,-33.78
2018-05-18 02:00:00,3.26,,8.63,-5.02,13.41,46.46,18.1,24.23,-39.66,-34.03
2018-05-19 02:00:00,3.74,,9.28,-4.37,13.32,45.38,0.0,7.6,-39.29,-33.63
2018-05-20 02:00:00,3.6,,9.17,-4.07,12.91,45.38,0.0,6.03,-39.29,-33.63
2018-05-21 02:00:00,6.0,,12.1,-1.98,13.4,40.88,0.0,-0.0,-37.74,-31.94
2018-05-22 02:00:00,5.49,,11.92,-2.59,13.86,41.54,11.79,3.93,-37.91,-32.12
2018-05-23 02:00:00,7.01,,14.09,-1.67,14.84,38.63,0.0,3.93,-36.85,-30.96
2018-05-24 02:00:00,3.97,,10.51,-4.57,14.64,45.28,98.46,36.75,-38.54,-32.81
2018-05-25 02:00:00,5.42,,10.51,-2.65,12.66,42.37,56.25,51.57,-37.55,-31.73
2018-05-26 02:00:00,3.99,,7.63,-3.34,10.74,45.24,99.43,84.71,-38.31,-32.55
2018-05-27 02:00:00,4.44,,6.99,-2.41,9.18,44.06,81.66,79.11,-37.93,-32.14
2018-05-28 02:00:00,7.08,,9.16,0.07,8.68,39.09,0.0,60.36,-36.19,-30.24
2018-05-29 02:00:00,4.19,,5.93,-2.54,8.33,45.25,100.0,60.55,-37.81,-32.01
2018-05-30 02:00:00,4.81,,6.69,-2.06,8.54,43.79,76.35,58.78,-37.32,-31.48
2018-05-31 02:00:00,5.18,,7.32,-1.83,8.9,42.75,59.47,78.61,-36.98,-31.1
2018-06-01 02:00:00,3.79,,5.64,-3.03,8.55,45.75,100.0,78.61,-37.72,-31.91
2018-06-02 02:00:00,2.51,,4.11,-4.07,8.19,48.56,100.0,86.49,-38.42,-32.68
2018-06-03 02:00:00,2.09,,2.82,-3.91,6.77,49.38,100.0,100.0,-38.62,-32.9
