timestamp,ema50_dist_eth_usd_3h,ema200_dist_eth_usd_3h,lower_bb_dist_eth_usd_3h,width_bb_eth_usd_3h,rsi_eth_usd_3h,stoch_rsi_fastk_eth_usd_3h,stoch_rsi_fastd_eth_usd_3h,kijun_dist_eth_usd_3h,tenkan_dist_eth_usd_3h
2017-05-24 23:00:00,,,,,,,,-0.3817435283880791,-0.37971179307156844
2017-05-25 02:00:00,,,,,,,,-0.41774647887323946,-0.4158330576696544
2017-05-25 05:00:00,,,,,,,,-0.39849206349206345,-0.39651536777777785
2017-05-25 08:00:00,,,,,,,,-0.40789062499999995,-0.40594481515625
2017-05-25 11:00:00,,,,,,,,-0.41399484536082476,-0.41206909541237124
2017-05-25 14:00:00,,,,,,,,-0.4249911486520662,-0.4231015351272066
2017-05-25 17:00:00,,,,,,,,-0.37256471107677025,-0.37050281202053104
2017-05-25 20:00:00,,,,,,,,-0.3607096665354552,-0.35860880903109726
2017-05-25 23:00:00,,,,,,,,-0.32615138403177046,-0.32393695993124305
2017-05-26 02:00:00,,,,,,,,-0.3411474934801507,-0.33898235010141997
2017-05-26 05:00:00,,,,,,,,-0.37525416277408363,-0.37320110188492617
2017-05-26 08:00:00,,,,,,,,-0.3862495276143173,-0.3842326000647843
2017-05-26 11:00:00,,,,,,,,-0.3849878279686232,-0.3829667541790641
2017-05-26 14:00:00,,,,,,,,-0.35,-0.34786394802744436
2017-05-26 17:00:00,,,,,0.37712519319938176,,,-0.2896019496344435,-0.287267415547085
2017-05-26 20:00:00,,,,,0.39038391423407215,,,-0.2981974195938021,-0.29589113223038466
2017-05-26 23:00:00,,,,,0.3524961192193071,,,-0.25598821989528797,-0.2535432232329844
2017-05-27 02:00:00,,,,,0.36499016642789833,,,-0.26431760823141137,-0.26189998388662405
2017-05-27 05:00:00,,,,,0.28785216007734804,,,-0.14018302828618967,-0.13735746868854948
